"编号ID","策划备注","附加属性id1","附加属性id1权重","附加属性id2","附加属性id2权重","附加属性id3","附加属性id3权重","附加属性id4","附加属性id4权重","附加属性id5","附加属性id5权重","附加属性id6","附加属性id6权重","附加属性id7","附加属性id7权重","附加属性id8","附加属性id8权重","附加属性id9","附加属性id9权重","附加属性id10","附加属性id10权重","附加属性id11","附加属性id11权重","附加属性id12","附加属性id12权重","附加属性id13","附加属性id13权重","附加属性id14","附加属性id14权重","附加属性id15","附加属性id15权重","附加属性id16","附加属性id16权重","附加属性id17","附加属性id17权重","附加属性id18","附加属性id18权重","附加属性id19","附加属性id19权重","附加属性id20","附加属性id20权重","附加属性id21","附加属性id21权重","附加属性id22","附加属性id22权重","附加属性id23","附加属性id23权重","附加属性id24","附加属性id24权重","附加属性id25","附加属性id25权重","附加属性id26","附加属性id26权重","附加属性id27","附加属性id27权重","附加属性id28","附加属性id28权重","附加属性id29","附加属性id29权重","附加属性id30","附加属性id30权重","附加属性id31","附加属性id31权重","附加属性id32","附加属性id32权重","附加属性id33","附加属性id33权重","附加属性id34","附加属性id34权重","附加属性id35","附加属性id35权重","附加属性id36","附加属性id36权重","附加属性id37","附加属性id37权重","附加属性id38","附加属性id38权重","附加属性id39","附加属性id39权重","附加属性id40","附加属性id40权重","总权重"
"224","附加蓝属性","1116","20","1117","20","1118","20","1119","20","1120","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"225","附加蓝属性","1121","20","1122","20","1123","20","1124","20","1125","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"226","附加蓝属性","1126","20","1127","20","1128","20","1129","20","1130","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"227","附加蓝属性","1131","20","1132","20","1133","20","1134","20","1135","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"228","附加蓝属性","1136","20","1137","20","1138","20","1139","20","1140","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"229","附加蓝属性","1141","20","1142","20","1143","20","1144","20","1145","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"230","附加蓝属性","1146","20","1147","20","1148","20","1149","20","1150","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"231","附加蓝属性","1151","20","1152","20","1153","20","1154","20","1155","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"232","附加蓝属性","1156","20","1157","20","1158","20","1159","20","1160","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"233","附加蓝属性","1161","20","1162","20","1163","20","1164","20","1165","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"234","附加蓝属性","1166","20","1167","20","1168","20","1169","20","1170","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"235","附加蓝属性","1171","20","1172","20","1173","20","1174","20","1175","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"236","附加蓝属性","1176","20","1177","20","1178","20","1179","20","1180","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"237","附加蓝属性","1181","20","1182","20","1183","20","1184","20","1185","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"238","附加蓝属性","1186","20","1187","20","1188","20","1189","20","1190","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"239","附加蓝属性","1191","20","1192","20","1193","20","1194","20","1195","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"240","附加蓝属性","1196","20","1197","20","1198","20","1199","20","1200","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100"
"2001","武器特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2002","武器特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2003","武器特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2004","衣服特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2005","衣服特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2006","衣服特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2007","头特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2008","头特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2009","头特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18010"
"2010","项链特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2011","项链特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2012","项链特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2013","腰带特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2025","100","2026","100",,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19010"
"2014","腰带特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2025","100","2026","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2015","腰带特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2025","100","2026","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2016","鞋子特效蓝紫","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2017","鞋子特效蓝紫","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2018","鞋子特效蓝紫","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19010"
"2019","武器特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2020","武器特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2021","武器特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2027","100","2031","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2022","衣服特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2023","衣服特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2024","衣服特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2029","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2025","头特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2026","头特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2027","头特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2036","100","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1801"
"2028","项链特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2029","项链特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2030","项链特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2028","100","2030","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2031","腰带特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2025","100","2026","100",,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1901"
"2032","腰带特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2025","100","2026","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2033","腰带特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2025","100","2026","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2034","鞋子特效橙","2001","200","2002","200","2003","200","2004","200","2005","200","2006","200","2007","200","2008","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2035","鞋子特效橙","2009","200","2010","200","2011","200","2012","200","2013","200","2014","200","2015","200","2016","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"2036","鞋子特效橙","2017","200","2018","200","2019","200","2020","200","2021","200","2022","200","2023","200","2024","200","2034","100","2035","1","2032","100","2033","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1901"
"3001","特技魔棒法杖紫","3001","40","3002","20","3003","13","3004","20","3005","13","3006","10","3007","8","3008","12","3009","12","3010","8","3011","24","3012","12","3013","9","3014","8","3015","30","3016","30","3017","30","3018","10","3019","30","3020","10","3021","30","3022","13","3023","30","3024","13","3025","30","3026","13","3027","30","3028","13","3029","20","3030","8",,,,,,,,,,,,,,,,,,,,,"7843"
"3002","特技其他装备紫","3001","40","3002","20","3003","13","3004","20","3005","13","3006","10","3007","8","3008","12","3009","12","3010","8","3011","24","3012","12","3013","9","3014","8","3015","30","3016","30","3017","30","3018","10","3019","30","3020","10","3021","30","3022","13","3023","30","3024","13","3025","30","3026","13","3027","30","3028","13","3029","20","3030","8","3031","12","3032","20","3033","15",,,,,,,,,,,,,,,"8514"
"3003","特技魔棒法杖橙","3001","40","3002","20","3003","13","3004","20","3005","13","3006","10","3007","8","3008","12","3009","12","3010","8","3011","24","3012","12","3013","9","3014","8","3015","30","3016","30","3017","30","3018","10","3019","30","3020","10","3021","30","3022","13","3023","30","3024","13","3025","30","3026","13","3027","30","3028","13","3029","20","3030","8",,,,,,,,,,,,,,,,,,,,,"549"
"3004","特技其他装备橙","3001","40","3002","20","3003","13","3004","20","3005","13","3006","10","3007","8","3008","12","3009","12","3010","8","3011","24","3012","12","3013","9","3014","8","3015","30","3016","30","3017","30","3018","10","3019","30","3020","10","3021","30","3022","13","3023","30","3024","13","3025","30","3026","13","3027","30","3028","13","3029","20","3030","8","3031","12","3032","20","3033","15",,,,,,,,,,,,,,,"596"
