"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色"
"180622","奥法师","","","","0","0","1","7","","ff00ff0d","0","1020112","0","-1","1801","","","0","0","","","0","","","","","教堂-2","2411","","","","","告辞","1","","","","","0","","ff003303"
"180623","旋风男","","","","0","0","1","7","","ff00ff0d","0","1010130","0","-1","1801","","","0","0","","","0","","","","","教堂-3","2412","","","","","告辞","1","","","","","0","","ff003303"
"180624","莫格莱恩","","","","0","0","1","7","","ff00ff0d","0","1010131","0","-1","1801","","","0","0","","","0","","","","","教堂-4","2413","","","","","告辞","1","","","","","0","","ff003303"
"180626","鞭笞者","","","","0","0","1","7","","ff00ff0d","0","1010135","0","-1","1801","","","0","0","","","0","","","","","埋骨圣地-1","2414","","","","","告辞","1","","","","","0","","ff003303"
"180627","腐烂元素","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","1801","","","0","0","","","0","","","","","埋骨圣地-2","2415","","","","","告辞","1","","","","","0","","ff003303"
"180628","冰巨人","","","","0","0","1","7","","ff00ff0d","0","1010153","0","-1","1801","","","0","0","","","0","","","","","埋骨圣地-3","2416","","","","","告辞","1","","","","","0","","ff003303"
"180629","地精工匠","","","","0","0","1","7","","ff00ff0d","0","1010117","0","-1","1801","","","0","0","","","0","","","","","埋骨圣地-4","2417","","","","","告辞","1","","","","","0","","ff003303"
"180630","玛拉得公主","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","1801","","","0","0","","","0","","","","","埋骨圣地-5","2418","","","","","告辞","1","","","","","0","","ff003303"
"180631","弈莫塔","","","","0","0","1","7","","ff00ff0d","0","1010138","0","-1","1801","","","0","0","","","0","","","","","遗迹-1","2419","","","","","告辞","1","","","","","0","","ff003303"
"180632","践踏者","","","","0","0","1","7","","ff00ff0d","0","1010116","0","-1","1801","","","0","0","","","0","","","","","遗迹-2","2420","","","","","告辞","1","","","","","0","","ff003303"
"180633","埃隆霸波","","","","0","0","1","7","","ff00ff0d","0","1010137","0","-1","1801","","","0","0","","","0","","","","","遗迹-3","2421","","","","","告辞","1","","","","","0","","ff003303"
"180634","哥多氪大王","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","1801","","","0","0","","","0","","","","","遗迹-4","2422","","","","","告辞","1","","","","","0","","ff003303"
"180635","变形者","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","1801","","","0","0","","","0","","","","","遗迹-5","2423","","","","","告辞","1","","","","","0","","ff003303"
"180636","预言者","","","","0","0","1","7","","ff00ff0d","0","1010142","0","-1","1801","","","0","0","","","0","","","","","祭坛-1","2424","","","","","告辞","1","","","","","0","","ff003303"
"180637","要拉唯握","","","","0","0","1","7","","ff00ff0d","0","1010144","0","-1","1801","","","0","0","","","0","","","","","祭坛-2","2425","","","","","告辞","1","","","","","0","","ff003303"
"180638","要塞卡耳","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","1801","","","0","0","","","0","","","","","祭坛-3","2426","","","","","告辞","1","","","","","0","","ff003303"
"180639","依兰内裤斯","","","","0","0","1","7","","ff00ff0d","0","1010144","0","-1","1801","","","0","0","","","0","","","","","祭坛-4","2427","","","","","告辞","1","","","","","0","","ff003303"
"180640","好卡化身","","","","0","0","1","7","","ff00ff0d","0","1010143","0","-1","1801","","","0","0","","","0","","","","","祭坛-5","2428","","","","","告辞","1","","","","","0","","ff003303"
"180641","俺哥是将军","","","","0","0","1","7","","ff00ff0d","0","1010146","0","-1","1801","","","0","0","","","0","","","","","深渊-1","2429","","","","","告辞","1","","","","","0","","ff003303"
"180642","酒保","","","","0","0","1","7","","ff00ff0d","0","1010146","0","-1","1801","","","0","0","","","0","","","","","深渊-2","2430","","","","","告辞","1","","","","","0","","ff003303"
"180643","大使","","","","0","0","1","7","","ff00ff0d","0","1010145","0","-1","1801","","","0","0","","","0","","","","","深渊-3","2431","","","","","告辞","1","","","","","0","","ff003303"
"180644","大奶同需","","","","0","0","1","7","","ff00ff0d","0","1010147","0","-1","1801","","","0","0","","","0","","","","","深渊-4","2432","","","","","告辞","1","","","","","0","","ff003303"
"180645","锁惢深大帝","","","","0","0","1","7","","ff00ff0d","0","1010148","0","-1","1801","","","0","0","","","0","","","","","深渊-5","2433","","","","","告辞","1","","","","","0","","ff003303"
"180646","安娜丝美丽","","","","0","0","1","7","","ff00ff0d","0","1010151","0","-1","1801","","","0","0","","","0","","","","","雾都-1","2434","","","","","告辞","1","","","","","0","","ff003303"
"180647","苍白者","","","","0","0","1","7","","ff00ff0d","0","1010129","0","-1","1801","","","0","0","","","0","","","","","雾都-2","2435","","","","","告辞","1","","","","","0","","ff003303"
"180648","死骑瑞文","","","","0","0","1","7","","ff00ff0d","0","1010149","0","-1","1801","","","0","0","","","0","","","","","雾都-3","2436","","","","","告辞","1","","","","","0","","ff003303"
"180649","镇长","","","","0","0","1","7","","ff00ff0d","0","1010150","0","-1","1801","","","0","0","","","0","","","","","雾都-4","2437","","","","","告辞","1","","","","","0","","ff003303"
"180650","恐惧领主","","","","0","0","1","7","","ff00ff0d","0","1010152","0","-1","1801","","","0","0","","","0","","","","","雾都-5","2438","","","","","告辞","1","","","","","0","","ff003303"
"180651","异度学院","","","","0","0","1","7","","ff00ff0d","0","1010120","0","-1","1801","","","0","0","","","0","","","","","异度学院","2141","","","","","告辞","1","","","","","0","","ff003303"
"180652","异度学院","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","1801","","","0","0","","","0","","","","","异度学院","2141","","","","","告辞","1","","","","","0","","ff003303"
"180653","异度学院","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","1801","","","0","0","","","0","","","","","异度学院","2141","","","","","告辞","1","","","","","0","","ff003303"
"180654","异度学院","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","1801","","","0","0","","","0","","","","","异度学院","2141","","","","","告辞","1","","","","","0","","ff003303"
"180655","异度学院","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","1801","","","0","0","","","0","","","","","异度学院","2141","","","","","告辞","1","","","","","0","","ff003303"
"180656","邪兽堡垒","","","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","1801","","","0","0","","","0","","","","","邪兽堡垒","2141","","","","","告辞","1","","","","","0","","ff003303"
"180657","邪兽堡垒","","","","0","0","1","7","","ff00ff0d","0","1010119","0","-1","1801","","","0","0","","","0","","","","","邪兽堡垒","2141","","","","","告辞","1","","","","","0","","ff003303"
"180658","邪兽堡垒","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","1801","","","0","0","","","0","","","","","邪兽堡垒","2141","","","","","告辞","1","","","","","0","","ff003303"
"180659","邪兽堡垒","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","1801","","","0","0","","","0","","","","","邪兽堡垒","2141","","","","","告辞","1","","","","","0","","ff003303"
"180660","邪兽堡垒","","","","0","0","1","7","","ff00ff0d","0","1010127","0","-1","1801","","","0","0","","","0","","","","","邪兽堡垒","2141","","","","","告辞","1","","","","","0","","ff003303"
"180661","背叛之手","","","","0","0","1","7","","ff00ff0d","0","1020109","0","-1","1801","","","0","0","","","0","","","","","背叛之手","2199","","","","","告辞","1","","","","","0","","ff003303"
"180662","背叛之手","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","1801","","","0","0","","","0","","","","","背叛之手","2200","","","","","告辞","1","","","","","0","","ff003303"
"180663","背叛之手","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","背叛之手","2201","","","","","告辞","1","","","","","0","","ff003303"
"180664","背叛之手","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","1801","","","0","0","","","0","","","","","背叛之手","2202","","","","","告辞","1","","","","","0","","ff003303"
"180665","背叛之手","","","","0","0","1","7","","ff00ff0d","0","1000106","0","-1","1801","","","0","0","","","0","","","","","背叛之手","2203","","","","","告辞","1","","","","","0","","ff003303"
"180666","娜迦之谋","","","","0","0","1","7","","ff00ff0d","0","1010120","0","-1","1801","","","0","0","","","0","","","","","娜迦之谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180667","娜迦之谋","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","1801","","","0","0","","","0","","","","","娜迦之谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180668","娜迦之谋","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","1801","","","0","0","","","0","","","","","娜迦之谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180669","娜迦之谋","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","1801","","","0","0","","","0","","","","","娜迦之谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180670","娜迦之谋","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","1801","","","0","0","","","0","","","","","娜迦之谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180671","悲伤墓地","","","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","1801","","","0","0","","","0","","","","","悲伤墓地","2141","","","","","告辞","1","","","","","0","","ff003303"
"180672","悲伤墓地","","","","0","0","1","7","","ff00ff0d","0","1010119","0","-1","1801","","","0","0","","","0","","","","","悲伤墓地","2141","","","","","告辞","1","","","","","0","","ff003303"
"180673","悲伤墓地","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","1801","","","0","0","","","0","","","","","悲伤墓地","2141","","","","","告辞","1","","","","","0","","ff003303"
"180674","悲伤墓地","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","1801","","","0","0","","","0","","","","","悲伤墓地","2141","","","","","告辞","1","","","","","0","","ff003303"
"180675","悲伤墓地","","","","0","0","1","7","","ff00ff0d","0","1010127","0","-1","1801","","","0","0","","","0","","","","","悲伤墓地","2141","","","","","告辞","1","","","","","0","","ff003303"
"180676","纳鲁之城","","","","0","0","1","7","","ff00ff0d","0","1020109","0","-1","1801","","","0","0","","","0","","","","","纳鲁之城","2199","","","","","告辞","1","","","","","0","","ff003303"
"180677","纳鲁之城","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","1801","","","0","0","","","0","","","","","纳鲁之城","2200","","","","","告辞","1","","","","","0","","ff003303"
"180678","纳鲁之城","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","纳鲁之城","2201","","","","","告辞","1","","","","","0","","ff003303"
"180679","纳鲁之城","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","1801","","","0","0","","","0","","","","","纳鲁之城","2202","","","","","告辞","1","","","","","0","","ff003303"
"180680","纳鲁之城","","","","0","0","1","7","","ff00ff0d","0","1000106","0","-1","1801","","","0","0","","","0","","","","","纳鲁之城","2203","","","","","告辞","1","","","","","0","","ff003303"
"180681","死亡之歌","","","","0","0","1","7","","ff00ff0d","0","1010120","0","-1","1801","","","0","0","","","0","","","","","死亡之歌","2141","","","","","告辞","1","","","","","0","","ff003303"
"180682","死亡之歌","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","1801","","","0","0","","","0","","","","","死亡之歌","2141","","","","","告辞","1","","","","","0","","ff003303"
"180683","死亡之歌","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","1801","","","0","0","","","0","","","","","死亡之歌","2141","","","","","告辞","1","","","","","0","","ff003303"
"180684","死亡之歌","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","1801","","","0","0","","","0","","","","","死亡之歌","2141","","","","","告辞","1","","","","","0","","ff003303"
"180685","死亡之歌","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","1801","","","0","0","","","0","","","","","死亡之歌","2141","","","","","告辞","1","","","","","0","","ff003303"
"180686","粉碎阴谋","","","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","1801","","","0","0","","","0","","","","","粉碎阴谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180687","粉碎阴谋","","","","0","0","1","7","","ff00ff0d","0","1010119","0","-1","1801","","","0","0","","","0","","","","","粉碎阴谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180688","粉碎阴谋","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","1801","","","0","0","","","0","","","","","粉碎阴谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180689","粉碎阴谋","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","1801","","","0","0","","","0","","","","","粉碎阴谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180690","粉碎阴谋","","","","0","0","1","7","","ff00ff0d","0","1010127","0","-1","1801","","","0","0","","","0","","","","","粉碎阴谋","2141","","","","","告辞","1","","","","","0","","ff003303"
"180691","时空之路","","","","0","0","1","7","","ff00ff0d","0","1020109","0","-1","1801","","","0","0","","","0","","","","","时空之路","2199","","","","","告辞","1","","","","","0","","ff003303"
"180692","时空之路","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","1801","","","0","0","","","0","","","","","时空之路","2200","","","","","告辞","1","","","","","0","","ff003303"
"180693","时空之路","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","时空之路","2201","","","","","告辞","1","","","","","0","","ff003303"
"180694","时空之路","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","1801","","","0","0","","","0","","","","","时空之路","2202","","","","","告辞","1","","","","","0","","ff003303"
"180695","时空之路","","","","0","0","1","7","","ff00ff0d","0","1000106","0","-1","1801","","","0","0","","","0","","","","","时空之路","2203","","","","","告辞","1","","","","","0","","ff003303"
"180696","英雄平台","","","","0","0","1","7","","ff00ff0d","0","1010120","0","-1","1801","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","","ff003303"
"180697","英雄平台","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","1801","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","","ff003303"
"180698","英雄平台","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","1801","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","","ff003303"
"180699","英雄平台","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","1801","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","","ff003303"
"180700","英雄平台","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","1801","","","0","0","","","0","","","","","英雄平台","2141","","","","","告辞","1","","","","","0","","ff003303"
"180701","野猪护卫","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC1","2284","","","","","告辞","0","","","","","0","","ff003303"
"180702","野猪护卫","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC2","2284","","","","","告辞","0","","","","","0","","ff003303"
"180703","卡拉猎犬","","","","0","0","1","7","","ff00ff0d","0","1010128","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC3","2284","","","","","告辞","0","","","","","0","","ff003303"
"180704","卡拉猎犬","","","","0","0","1","7","","ff00ff0d","0","1010128","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC4","2284","","","","","告辞","0","","","","","0","","ff003303"
"180705","小冏龟","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC5","2284","","","","","告辞","0","","","","","0","","ff003303"
"180706","小冏龟","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC6","2284","","","","","告辞","0","","","","","0","","ff003303"
"180707","猎龙守卫","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC7","2284","","","","","告辞","0","","","","","0","","ff003303"
"180708","猎龙守卫","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC8","2284","","","","","告辞","0","","","","","0","","ff003303"
"180709","德鲁伊追随者","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC9","2284","","","","","告辞","0","","","","","0","","ff003303"
"180710","德鲁伊追随者","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴装饰NPC10","2284","","","","","告辞","0","","","","","0","","ff003303"
"181000","心魔","","","","0","0","1","27","","ff00ff0d","0","1010128","0","-1","0","","","0","0","","","0","","","古神","","古神4","2193","","","","","告辞","0","","","","","0","2464","ff003303"
"182101","教派信徒","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~洛丹伦废墟~40","2362","","","","","告辞","0","","","","","0","3001","ff003303"
"182102","教派间谍","","","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3002","ff003303"
"182103","狂热教徒","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3003","ff003303"
"182104","亡守教徒","","","","0","0","1","7","","ff00ff0d","0","1010131","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3004","ff003303"
"182105","教派狼人","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2355","","","","","告辞","0","","","","","0","3005","ff003303"
"182201","死灵巫师","","","","0","0","1","7","","ff00ff0d","0","1010142","0","-1","0","1200","448","75","28","1","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3006","ff003303"
"182202","碎骨战士","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","0","1760","704","110","44","5","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3007","ff003303"
"182203","碎骨射手","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","0","1888","1520","118","95","5","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3008","ff003303"
"182204","蚀骨通灵师","","","","0","0","1","7","","ff00ff0d","0","1010132","0","-1","0","1184","1472","74","92","3","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3009","ff003303"
"182205","教派百夫长 ","","","","0","0","1","7","","ff00ff0d","0","1010150","0","-1","0","816","816","51","51","3","","0","","","","","秘境降妖~洛丹伦废墟~40","2356","","","","","告辞","0","","","","","0","3010","ff003303"
"182301","暗影教徒","","","","0","0","1","7","","ff00ff0d","0","1010111","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3011","ff003303"
"182302","污染者","","","","0","0","1","7","","ff00ff0d","0","1010135","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3012","ff003303"
"182303","暴食者","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3013","ff003303"
"182304","女妖","","","","0","0","1","7","","ff00ff0d","0","1010151","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~洛丹伦废墟~40","","","","","","告辞","0","","","","","0","3014","ff003303"
"182305","穴居魔 ","","","","0","0","1","7","","ff00ff0d","0","1020132","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2357","","","","","告辞","0","","","","","0","3015","ff003303"
"182401","石像魔","","","","0","0","1","7","","ff00ff0d","0","1010133","0","-1","0","1200","448","75","28","1","","0","","","","","秘境降妖~洛丹伦废墟~40","2383","","","","","告辞","0","","","","","0","3016","ff003303"
"182402","瘟疫散布者","","","","0","0","1","7","","ff00ff0d","0","1010132","0","-1","0","1760","704","110","44","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2384","","","","","告辞","0","","","","","0","3017","ff003303"
"182403","瘟疫携带者","","","","0","0","1","7","","ff00ff0d","0","1010135","0","-1","0","1888","1520","118","95","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2385","","","","","告辞","0","","","","","0","3018","ff003303"
"182404","食尸鬼","","","","0","0","1","7","","ff00ff0d","0","1010150","0","-1","0","1184","1472","74","92","3","","0","","","","","秘境降妖~洛丹伦废墟~40","2386","","","","","告辞","0","","","","","0","3019","ff003303"
"182405","凶骨哨兵 ","","","","0","0","1","7","","ff00ff0d","0","1020122","0","-1","0","816","816","51","51","3","","0","","","","","秘境降妖~洛丹伦废墟~40","2358","","","","","告辞","0","","","","","0","3020","ff003303"
"183901","噬骨先锋","","","","0","0","1","7","","ff00ff0d","0","1020124","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~洛丹伦废墟~40","2387","","","","","告辞","0","","","","","0","3021","ff003303"
"183902","黑暗通灵师","","","","0","0","1","7","","ff00ff0d","0","1030011","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2388","","","","","告辞","0","","","","","0","3022","ff003303"
"183903","噬骨统领","","","","0","0","1","7","","ff00ff0d","0","1020118","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~洛丹伦废墟~40","2389","","","","","告辞","0","","","","","0","3023","ff003303"
"183904","恐惧魔王","","","","0","0","1","7","","ff00ff0d","0","1030003","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~洛丹伦废墟~40","2390","","","","","告辞","0","","","","","0","3024","ff003303"
"183905","死骑瑞文    ","","","","0","0","1","7","","ff00ff0d","0","1010149","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~洛丹伦废墟~40","2359","","","","","告辞","0","","","","","0","3025","ff003303"
"182501","影魂警卫","","","","0","0","1","7","","ff00ff0d","0","1010129","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2594","","","","","告辞","0","","","","","0","3026","ff003303"
"182502","恶鬼守卫","","","","0","0","1","7","","ff00ff0d","0","1010111","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~纳克萨玛斯~70","","","","","","告辞","0","","","","","0","3027","ff003303"
"182503","织魂龙","","","","0","0","1","7","","ff00ff0d","0","1010113","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~纳克萨玛斯~70","","","","","","告辞","0","","","","","0","3028","ff003303"
"182504","淤泥喷射者","","","","0","0","1","7","","ff00ff0d","0","1010112","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~纳克萨玛斯~70","","","","","","告辞","0","","","","","0","3029","ff003303"
"182505","缝合怪先锋  ","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2595","","","","","告辞","0","","","","","0","3030","ff003303"
"182601","缝合巨兽","","","","0","0","1","7","","ff00ff0d","0","1010137","0","-1","0","1200","448","75","28","1","","0","","","","","秘境降妖~纳克萨玛斯~70","2596","","","","","告辞","0","","","","","0","3031","ff003303"
"182602","缝合巨人","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","0","1760","704","110","44","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2597","","","","","告辞","0","","","","","0","3032","ff003303"
"182603","腐蚀软泥怪","","","","1","0","1","7","","ff00ff0d","0","1010112","0","-1","0","1888","1520","118","95","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2598","","","","","告辞","0","","","","","0","3033","ff003303"
"182604","疾病蝙蝠","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","0","1184","1472","74","92","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2599","","","","","告辞","0","","","","","0","3034","ff003303"
"182605","烈毒魔猪   ","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","0","816","816","51","51","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2600","","","","","告辞","0","","","","","0","3035","ff003303"
"182701","娆魂羽蛇","","","","0","0","1","7","","ff00ff0d","0","1010114","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2601","","","","","告辞","0","","","","","0","3036","ff003303"
"182702","黑女巫","","","","0","0","1","7","","ff00ff0d","0","1010151","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2602","","","","","告辞","0","","","","","0","3037","ff003303"
"182703","地穴土灵","","","","0","0","1","7","","ff00ff0d","0","1010133","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~纳克萨玛斯~70","2603","","","","","告辞","0","","","","","0","3038","ff003303"
"182704","天灾百夫长","","","","0","0","1","7","","ff00ff0d","0","1010142","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~纳克萨玛斯~70","2604","","","","","告辞","0","","","","","0","3039","ff003303"
"182705","军事教官   ","","","","0","0","1","7","","ff00ff0d","0","1010148","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2605","","","","","告辞","0","","","","","0","3040","ff003303"
"182801","魔能飞龙","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","0","1200","448","75","28","1","","0","","","","","秘境降妖~纳克萨玛斯~70","2606","","","","","告辞","0","","","","","0","3041","ff003303"
"182802","诅咒魔导者","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","0","1760","704","110","44","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2607","","","","","告辞","0","","","","","0","3042","ff003303"
"182803","灵魂收割者","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","0","1888","1520","118","95","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2608","","","","","告辞","0","","","","","0","3043","ff003303"
"182804","死亡军马","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","0","1184","1472","74","92","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2609","","","","","告辞","0","","","","","0","3044","ff003303"
"182805","剧毒蝙蝠  ","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","0","816","816","51","51","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2610","","","","","告辞","0","","","","","0","3045","ff003303"
"182901","食腐兽","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","0","912","256","57","16","3","","0","","","","","秘境降妖~纳克萨玛斯~70","2611","","","","","告辞","0","","","","","0","3046","ff003303"
"182902","瘟疫使者","","","","0","0","1","7","","ff00ff0d","0","1010145","0","-1","0","704","624","44","39","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2612","","","","","告辞","0","","","","","0","3047","ff003303"
"182903","洛欧摧毁者","","","","0","0","1","7","","ff00ff0d","0","1010137","0","-1","0","560","1040","35","65","1","","0","","","","","秘境降妖~纳克萨玛斯~70","2613","","","","","告辞","0","","","","","0","3048","ff003303"
"182904","幽灵骑士","","","","0","0","1","7","","ff00ff0d","0","1010149","0","-1","0","832","1392","52","87","7","","0","","","","","秘境降妖~纳克萨玛斯~70","2614","","","","","告辞","0","","","","","0","3049","ff003303"
"182905","塔兹领主  ","","","","0","0","1","7","","ff00ff0d","0","1010146","0","-1","0","1232","1248","77","78","5","","0","","","","","秘境降妖~纳克萨玛斯~70","2615","","","","","告辞","0","","","","","0","3050","ff003303"
