"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间"
"351501","422","打造图纸?锤","fffff2df","1","1031","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351502","422","打造图纸?匕首","fffff2df","1","1009","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351503","422","打造图纸?爪","fffff2df","1","1034","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351504","422","打造图纸?魔棒","fffff2df","1","1035","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351505","422","打造图纸?法杖","fffff2df","1","1036","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351506","422","打造图纸?腰带","fffff2df","1","1042","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351507","422","打造图纸?鞋子","fffff2df","1","1044","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351508","422","打造图纸?项链","fffff2df","1","1043","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351509","422","打造图纸?男头","fffff2df","1","1040","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351510","422","打造图纸?女头","fffff2df","1","1041","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351511","422","打造图纸?男衣","fffff2df","1","1038","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351512","422","打造图纸?女衣","fffff2df","1","1039","张","150","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"88888","166","测试新人礼包","fffff2df","1","1455","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","欢迎来到我叫MT3世界，这是送你的新手大礼包。",,,"0","使用方法：使用后获得新手奖励","0",,,,"0",,,,,,,,,,,,,,,,
"360000","262","光环碎片","FF06cc11","2","1099","个","0","1","5600","true","0","0","0","0","0","0","false","false","false","0","0","1","2","5","0","0","破碎的光环卷轴碎片，集齐5个可以合成完整的光环卷轴","合成光环卷轴","","0","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360001","278","命令光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1127","false","false","false","0","0","1","1","99","0","0","记录着命令光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360002","278","专注光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1128","false","false","false","0","0","1","1","99","0","0","记录着专注光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360003","278","风怒光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1129","false","false","false","0","0","1","1","99","0","0","记录着风怒光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360004","278","惩戒光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1130","false","false","false","0","0","1","1","99","0","0","记录着惩戒光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360005","278","自然光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1131","false","false","false","0","0","1","1","99","0","0","记录着自然光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360006","278","潮汐光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1132","false","false","false","0","0","1","1","99","0","0","记录着潮汐光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360007","278","拯救光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1133","false","false","false","0","0","1","1","99","0","0","记录着拯救光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360008","278","迅捷光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1134","false","false","false","0","0","1","1","99","0","0","记录着迅捷光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360009","278","邪恶光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1135","false","false","false","0","0","1","1","99","0","0","记录着邪恶光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"360010","278","信念光环卷轴","FF00b1ff","3","1156","张","0","1","5600","true","0","0","0","0","0","1136","false","false","false","0","0","1","1","99","0","0","记录着信念光环的神秘卷轴","提升光环等级","2","161506","使用方法:双击激活元素","0","","","","0","","","","",,,,,,,,,,,,
"334000","166","升级礼包","fffff2df","1","1153","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","欢迎进入我叫MT3，只要升级，好礼源源不断！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334001","166","10级礼包","fffff2df","1","1153","个","0","10","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到10级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334002","166","20级礼包","fffff2df","1","1153","个","0","20","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到20级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334003","166","30级礼包","fffff2df","1","1153","个","0","30","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到30级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334004","166","40级礼包","fffff2df","1","1153","个","0","40","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到40级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334005","166","50级礼包","fffff2df","1","1153","个","0","50","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到50级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334006","166","60级礼包","fffff2df","1","1153","个","0","60","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到60级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334007","166","70级礼包","fffff2df","1","1153","个","0","70","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到70级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334008","166","80级礼包","fffff2df","1","1153","个","0","80","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到80级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334009","166","90级礼包","fffff2df","1","1153","个","0","90","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","努力升到90级，打开获得奖励！","打开获得奖励",,,,"","",,,,,,,,,,,,,,,,,,,
"334100","566","纪元之书","FF00b1ff","3","1077","本","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","上古遗留至今的宝贵书典，据说记录着苍生万物的循环法则。阅读后可以增加主角专精点数。","增加人物专精经验",,,,"3","20",,,,,,,,,,,,,,,,,,,
"334101","550","永曦露水","FF00b1ff","3","1078","份","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","伤悯泪，化作永曦晨露。月神艾露恩在白鹿弥留之际流下的悲恸泪水，极其稀有。可以提升宠物专精点数。","增加宠物专精经验",,,,"3","47",,,,,,,,,,,,,,,,,,,
"335000","4262","50000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335001","4262","100000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335002","4262","200000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得200000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335003","4262","银箱子","fffff2df","1","1104","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得1000000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335004","4262","150000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得150000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335005","4262","300000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得300000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335006","4262","500000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得500000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335007","4262","350000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得350000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335008","4262","400000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得400000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335009","4262","450000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得450000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335010","4262","100金币","fffff2df","1","1088","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100金币","打开获得金币",,,,,,,,,,,,,,,,,,,,,,,,
"335011","4262","500金币","fffff2df","1","1088","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得500金币","打开获得金币",,,,,,,,,,,,,,,,,,,,,,,,
"335012","4262","1000金币","fffff2df","1","1088","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得1000金币","打开获得金币",,,,,,,,,,,,,,,,,,,,,,,,
"335013","4262","金箱子","fffff2df","1","1105","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10000金币","打开获得金币",,,,,,,,,,,,,,,,,,,,,,,,
"335014","4262","10000金币","fffff2df","1","1088","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10000金币","打开获得金币",,,,,,,,,,,,,,,,,,,,,,,,
"335020","4262","10符石","fffff2df","1","1161","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10符石","打开获得符石",,,,,,,,,,,,,,,,,,,,,,,,
"335021","4262","50符石","fffff2df","1","1161","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50符石","打开获得符石",,,,,,,,,,,,,,,,,,,,,,,,
"335022","4262","100符石","fffff2df","1","1161","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100符石","打开获得符石",,,,,,,,,,,,,,,,,,,,,,,,
"335030","4262","100职业贡献","fffff2df","1","1415","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100职业贡献","打开获得职业贡献",,,,,,,,,,,,,,,,,,,,,,,,
"335031","4262","500职业贡献","fffff2df","1","1415","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得500职业贡献","打开获得职业贡献",,,,,,,,,,,,,,,,,,,,,,,,
"335032","4262","1000职业贡献","fffff2df","1","1415","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得1000职业贡献","打开获得职业贡献",,,,,,,,,,,,,,,,,,,,,,,,
"335040","4262","10荣誉","fffff2df","1","1416","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10荣誉","打开获得荣誉",,,,,,,,,,,,,,,,,,,,,,,,
"335041","4262","50荣誉","fffff2df","1","1416","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50荣誉","打开获得荣誉",,,,,,,,,,,,,,,,,,,,,,,,
"335042","4262","100荣誉","fffff2df","1","1416","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100荣誉","打开获得荣誉",,,,,,,,,,,,,,,,,,,,,,,,
"335050","4262","10公会贡献","fffff2df","1","1417","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10公会DKP","打开获得公会DKP",,,,,,,,,,,,,,,,,,,,,,,,
"335051","4262","50公会贡献","fffff2df","1","1417","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50公会DKP","打开获得公会DKP",,,,,,,,,,,,,,,,,,,,,,,,
"335052","4262","100公会贡献","fffff2df","1","1417","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100公会DKP","打开获得公会DKP",,,,,,,,,,,,,,,,,,,,,,,,
"335060","4262","10声望","fffff2df","1","1418","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10声望","打开获得声望",,,,,,,,,,,,,,,,,,,,,,,,
"335061","4262","50声望","fffff2df","1","1418","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50声望","打开获得声望",,,,,,,,,,,,,,,,,,,,,,,,
"335062","4262","100声望","fffff2df","1","1418","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100声望","打开获得声望",,,,,,,,,,,,,,,,,,,,,,,,
"335070","4262","10节日积分","fffff2df","1","1419","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10节日积分","打开获得节日积分",,,,,,,,,,,,,,,,,,,,,,,,
"335071","4262","50节日积分","fffff2df","1","1419","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50节日积分","打开获得节日积分",,,,,,,,,,,,,,,,,,,,,,,,
"335072","4262","100节日积分","fffff2df","1","1419","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100节日积分","打开获得节日积分",,,,,,,,,,,,,,,,,,,,,,,,
"335080","4262","10师徒值","fffff2df","1","1420","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10师徒值","打开获得师徒值",,,,,,,,,,,,,,,,,,,,,,,,
"335081","4262","50师徒值","fffff2df","1","1420","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50师徒值","打开获得师徒值",,,,,,,,,,,,,,,,,,,,,,,,
"335082","4262","100师徒值","fffff2df","1","1420","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100师徒值","打开获得师徒值",,,,,,,,,,,,,,,,,,,,,,"","",""
"335090","4262","10000经验","fffff2df","1","1421","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10000经验","打开获得经验",,,,,,,,,,,,,,,,,,,,,,"","",""
"335091","4262","20000经验","fffff2df","1","1421","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得20000经验","打开获得经验",,,,,,,,,,,,,,,,,,,,,,"","",""
"335092","4262","50000经验","fffff2df","1","1421","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50000经验","打开获得经验",,,,,,,,,,,,,,,,,,,,,,,,
"335100","4262","50活力","fffff2df","1","1133","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得50活力","打开获得活力",,,,,,,,,,,,,,,,,,,,,,,,
"335101","4262","100活力","fffff2df","1","1133","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得100活力","打开获得活力",,,,,,,,,,,,,,,,,,,,,,,,
"335102","4262","活力水晶","FF00b1ff","3","1133","块","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","吉MM用来装饰武器的水晶，使用后可增加活力。","打开获得活力",,,,,,,,,,,,,,,,,,,,,,,,
"335103","4262","10000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得10000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335104","4262","1000000银币","fffff2df","1","1158","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得1000000银币","打开获得银币",,,,,,,,,,,,,,,,,,,,,,,,
"335105","4262","500符石","fffff2df","1","1161","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得500符石","打开获得符石",,,,,,,,,,,,,,,,,,,,,,,,
"335106","4262","1000符石","fffff2df","1","1161","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后获得1000符石","打开获得符石",,,,,,,,,,,,,,,,,,,,,,,,
"336000","4262","银币","fffff2df","1","1158","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","玩家个人的货币，无法流通。用于提升角色能力。","货币",,,,,,,,,,,,,,,,,,,,,,,,
"336001","4262","金币","FF00b1ff","3","1088","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","流通的货币。可以再摆摊和商城购买珍贵物品。","摆摊交易",,,,,,,,,,,,,,,,,,,,,,,,
"336002","4262","公会贡献","FF06cc11","2","1417","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","公会贡献度，学习公会技能的必要条件。","学习公会技能",,,,,,,,,,,,,,,,,,,,,,,,
"336003","4262","绿色品质装备","FF06cc11","2","1522","套","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","有几率掉落所有职业绿色品质装备。","交易、装备",,,,,,,,,,,,,,,,,,,,,,,,
"336004","4262","60环装","FF06cc11","2","1532","套","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","系统掉落的60级装备","交易、装备",,,,,,,,,,,,,,,,,,,,,,,,
"336005","4262","泰坦精铁","FFd200ff","4","1010","块","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","幽幽寒光，打造装备用的基础材料。","打造装备",,,,,,,,,,,,,,,,,,,,,,,,
"336006","4262","原石","FF00b1ff","3","1045","块","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","用来强化打造装备的材料。","强化打造装备",,,,,,,,,,,,,,,,,,,,,,,,
"336007","4262","宝石","FF00b1ff","3","1149","块","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","可以镶嵌在装备上的宝石，增加人物属性。","装备镶嵌",,,,,,,,,,,,,,,,,,,,,,,,
"336008","4262","低级兽诀","FF00b1ff","3","1095","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","宠物学习后可以获得新的技能。","宠物学习技能",,,,,,,,,,,,,,,,,,,,,,,,
"336009","4262","龙鳞","FFd200ff","4","1055","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","龙鳞包括：时空龙鳞，大地龙鳞，魔法龙鳞，生命龙鳞，梦境龙鳞。集齐获得高级藏宝图。","兑换高级藏宝图",,,,,,,,,,,,,,,,,,,,,,,,
"336010","4278","歌唱水晶","FF00b1ff","3","1134","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","里面贮藏着希尔女王动人的歌声，使用后可增加挂机双倍点数，每周可使用4次。","打开获得双倍点数",,,,,,,,,,,,,,,,,,,,,,,,
"336011","4262","荣誉","FF06cc11","2","1416","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","参与竞技场活动可以获得荣誉，荣誉可以荣誉商店中兑换商品。","荣誉货币",,,,,,,,,,,,,,,,,,,,,,,,
"336012","4262","高级兽诀","FFd200ff","4","1095","本","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","宠物学习后可以获得新的技能。","宠物学习技能",,,,,,,,,,,,,,,,,,,,,,,,
"336013","4262","蓝色品质装备","FF00b1ff","3","1522","套","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","有几率掉落所有职业蓝色品质装备。","交易、装备",,,,,,,,,,,,,,,,,,,,,,,,
"336014","4262","紫色品质装备","FFd200ff","4","1532","套","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","有几率掉落所有职业紫色品质装备。","交易、装备",,,,,,,,,,,,,,,,,,,,,,,,
"337000","4518","天火原石礼包","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含5个天火原石","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337001","4518","风暴原石礼包","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含5个风暴原石","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337002","4518","宁静原石礼包","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含5个宁静原石","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337003","4518","洞察原石礼包","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含5个洞察原石","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337004","4518","宠物培养礼包","FFd200ff","4","1103","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含1个兽王纲要和3个资质培养药剂","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337005","4518","专精签到礼包","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","打开后可获得时读药剂和星读药剂各20个。","打开获得专精道具",,,,,,,,,,,,,,,,,,,,,,,,
"337006","4518","宠物提升礼包","FF00b1ff","3","1103","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","打开获得营养套餐*1、星读药剂*10，让宠物宝宝更好地成长吧！","打开获得奖励",,,,,,,,,,,,,,,,,,,,,,,,
"337007","4518","强化石礼包","FF00b1ff","3","1103","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","内含天火原石、风暴原石、宁静原石、洞察原石各1个。","惊喜礼物",,,,,,,,,,,,,,,,,,,,,,,,
"337008","4518","1级宝石箱子","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","打开获得一个1级宝石","打开获得宝石",,,,,,,,,,,,,,,,,,,,,,,,
"337009","4518","队长礼盒","FF00b1ff","3","1103","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","队长您辛苦了！","打开获得奖励",,,,,,,,,,,,,,,,,,,,,,,,
"337010","4518","光环箱子","FF00b1ff","3","1151","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","打开可随机获得一本光环书","打开获得光环",,,,,,,,,,,,,,,,,,,,,,,,
"337011","4518","40级打造材料礼包","FF00b1ff","3","1151","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","打开获得40级武器图纸、40级武器模具、40级泰坦精铁","打造礼包",,,,,,,,,,,,,,,,,,,,,,,,
"337012","4518","圣光礼盒","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机获得一本低级兽诀以及一枚经验宝珠","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337013","4518","神圣礼盒","FFd200ff","4","1103","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机获得一本高级兽诀","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
"337014","4518","微光礼盒","FF00b1ff","3","1102","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机获得一本低级兽诀","打开获得道具",,,,,,,,,,,,,,,,,,,,,,,,
