"编号","类型","部件ID","显示名","功能说明","道具名颜色","颜色品质","装备颜色","装备前缀","造型编号","武器造型编号","单位","等级","需求等级","排序ID","角色需求1","角色需求2","性别需求","可否摧毁","可否摆摊上架","默认有效时间","不能被放入的包裹id1","不能被放入的包裹id2","不能被放入的包裹id3","可否给予战斗中对象","可否卖店","能否邮寄","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","售卖商店类型","售卖NPCID","道具使用方法","赠送类型","亲密度","货币类型","从NPC购买价","出售价格系数","对应使用方法答案ID","点击寻路链接及右键使用事件","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","淬炼等级","是否已鉴定","耐久度系数","耐久上限","附加属性1值","附加属性2值","附加属性3值","附加属性1id","附加属性2id","附加属性3id","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","增加躲闪","增加命中","增加内功防御","增加内功伤害","增加速度","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","封印抗性","加强封印","特技id","是否生成特殊属性","套装id","附加属性条数","绿色评分","蓝色评分","橙色评分","紫色评分","暗金色评分","特效id","左手路径1","左手路径2","右手路径1","右手路径2","左手挂点1","左手挂点2","右手挂点1","右手挂点2","宝石槽数量","槽1开启等级","槽2开启等级","槽3开启等级","可镶嵌最高等级宝石","可镶嵌宝石类型1","可镶嵌宝石类型2","可镶嵌宝石类型3","可镶嵌宝石类型4","可镶嵌宝石类型5","宝石1","宝石2","宝石3","宝石4","宝石5","宝石6","宝石7","宝石8","宝石9","宝石10","装备基础属性ID","附加属性随机库ID","附加属性出现几率","附加属性双加随机库ID","附加属性单加随机库ID","附加属性加减随机库ID","特效随机库ID","特技随机库ID","装备普通修理失败几率","装备修理材料ID","装备修理材料消耗数量","装备修理材料ID1","装备修理材料消耗数量1","装备修理材料ID2","装备修理材料消耗数量2","装备修理材料ID3","装备修理材料消耗数量3","装备修理材料ID4","装备修理材料消耗数量4","装备修理材料ID5","装备修理材料消耗数量5","装备修理材料ID6","装备修理材料消耗数量6","装备修理材料ID7","装备修理材料消耗数量7","装备修理材料ID8","装备修理材料消耗数量8","装备修理材料ID9","装备修理材料消耗数量9","装备修理材料ID10","装备修理材料消耗数量10","装备特殊修理材料ID","装备特殊修理材料消耗数量","装备普通修理消耗金钱","普通修理消耗金钱类型","装备特殊修理消耗金钱","特殊修理消耗金钱类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","珍品评分","是否自动分解","分解获得银币","分解额外获得物品1","分解额外获得物品2","分解额外获得物品3","分解额外获得物品4","分解额外获得物品5","是否自动播放特效","是否有分解按钮","摆摊冻结时间","是否稀有"
"6090118","2824","0","遗忘之心","90级蓝装魔棒（福利专用）","FF00b1ff","3","1","1","1506","504","件","90","90","7000","5","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","岁月让一切都磨灭殆尽，剩下的只有仇恨。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6090118","","6666","69;69","84","99;114","","","50","","","331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1",,
"6090119","4104","0","辛多雷金杖","90级蓝装法杖（福利专用）","FF00b1ff","3","1","1","1563","604","件","90","90","7000","6","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了辛多雷的荣耀！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6090119","","6666","69;69","84","99;114","","","50","","","331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1",,
"6090220","312","3","护卫者胸甲","90级蓝装男衣（福利专用）","FF00b1ff","3","5","1","1458","1432","件","90","90","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6090220","","6666","69;69","84","99;114","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090221","568","3","护卫者外套","90级蓝装女衣（福利专用）","FF00b1ff","3","5","1","1446","1436","件","90","90","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6090221","","6666","69;69","84","99;114","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090322","1640","1","护卫者头盔","90级蓝装男头盔（福利专用）","FF00b1ff","3","5","1","1434","1698","件","90","90","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6090322","","0","","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090323","1384","1","护卫者头饰","90级蓝装女头饰（福利专用）","FF00b1ff","3","5","1","1565","1698","件","90","90","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6090323","","0","","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090424","40","2","护卫者项链","90级蓝装项链（福利专用）","FF00b1ff","3","5","1","1528","1434","件","90","90","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","4","5","","","","","","","","","","","","","","6090424","","0","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090525","72","4","护卫者腰带","90级蓝装腰带（福利专用）","FF00b1ff","3","5","1","1540","1435","件","90","90","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","6","9","","","","","","","","","","","","","6090525","","0","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6090626","88","5","护卫者长靴","90级蓝装鞋子（福利专用）","FF00b1ff","3","5","1","1552","1429","件","90","90","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","6","9","","","","","","","","","","","","","","6090626","","0","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350905,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351005,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","",
"6100114","1288","0","埃辛诺斯战刃","100级蓝装剑（福利专用）","FF00b1ff","3","1","1","1493","105","件","100","100","7000","1","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你们这是自寻死路！","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100114","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100115","4360","0","宇宙灌注者","100级蓝装锤（福利专用）","FF00b1ff","3","1","1","1481","205","件","100","100","7000","2","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","愿圣光照亮你的道路。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100115","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100116","1800","0","恶魔之角","100级蓝装匕首（福利专用）","FF00b1ff","3","1","1","1581","304","件","100","100","7000","3","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","曾经有位勇士杀死了恶魔之后，切下了他的角，制成了这把武器。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100116","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100117","3080","0","无尽之刃","100级蓝装爪（福利专用）","FF00b1ff","3","1","1","1517","405","件","100","100","7000","4","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","若能唤你觉醒，我愿以世界为敌。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100117","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100118","2824","0","魔魂手杖","100级蓝装魔棒（福利专用）","FF00b1ff","3","1","1","1505","505","件","100","100","7000","5","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","敌人终将倒下，胜利属于正义。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100118","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100119","4104","0","瓦解法杖","100级蓝装法杖（福利专用）","FF00b1ff","3","1","1","1553","605","件","100","100","7000","6","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","据说曾经被血精灵用来瓦解敌人内心来满足魔瘾。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6100119","","6666","70;70","85","100;115","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6100220","312","3","角斗士胸甲","100级蓝装男衣（福利专用）","FF00b1ff","3","5","1","1457","1432","件","100","100","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6100220","","6666","70;70","85","100;115","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100221","568","3","角斗士外套","100级蓝装女衣（福利专用）","FF00b1ff","3","5","1","1445","1436","件","100","100","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6100221","","6666","70;70","85","100;115","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100322","1640","1","角斗士头盔","100级蓝装男头盔（福利专用）","FF00b1ff","3","5","1","1433","1698","件","100","100","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6100322","","0","","","","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100323","1384","1","角斗士头饰","100级蓝装女头饰（福利专用）","FF00b1ff","3","5","1","1564","1698","件","100","100","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6100323","","0","","","","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100424","40","2","角斗士项链","100级蓝装项链（福利专用）","FF00b1ff","3","5","1","1527","1434","件","100","100","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","4","5","","","","","","","","","","","","","","6100424","","0","","","","","","50","","","331170","1","331171","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100525","72","4","角斗士腰带","100级蓝装腰带（福利专用）","FF00b1ff","3","5","1","1539","1435","件","100","100","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","6","9","","","","","","","","","","","","","6100525","","0","","","","","","50","","","331170","1","331171","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6100626","88","5","角斗士长靴","100级蓝装鞋子（福利专用）","FF00b1ff","3","5","1","1551","1429","件","100","100","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","6","9","","","","","","","","","","","","","","6100626","","0","","","","","","50","","","331170","1","331171","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110114","1288","0","110级剑","110级蓝装剑（福利专用）","FF00b1ff","3","1","1","1493","101","件","110","110","7000","1","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","仗身坚硬，云母石所制，杖头嵌有晶莹蓝宝石。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110114","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6110115","4360","0","110级锤","110级蓝装锤（福利专用）","FF00b1ff","3","1","1","1481","201","件","110","110","7000","2","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","用精钢所制的铠甲，质量优等。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110115","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6110116","1800","0","110级匕首","110级蓝装匕首（福利专用）","FF00b1ff","3","1","1","1581","304","件","110","110","7000","3","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","曾经有位勇士杀死了恶魔之后，切下了他的角，制成了这把武器。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110116","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
