"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数"
"10009","1","331353","生命龙鳞","2","0","331353","生命龙鳞",,,,,,,,,,,,,"1000","11","2","800",,,,,,,,,,,"5","10","1","1","155","1.5","0.6","0.1"
"10010","1","331354","梦境龙鳞","2","0","331354","梦境龙鳞",,,,,,,,,,,,,"1000","11","2","800",,,,,,,,,,,"5","10","1","1","155","1.5","0.6","0.1"
"10011","1","339000","染料","2","0","339000","染料",,,,,,,,,,,,,"1001","11","2","500",,,,,,,,,,,"5","10","1","1","155","1.5","0.6","0.1"
"10012","1","339001","浓缩染料","2","0","339001","浓缩染料",,,,,,,,,,,,,"1001","11","2","7000",,,,,,,,,,,"5","10","1","1","155","1.5","0.6","0.1"
"11000","1","341108","80级精铁","2","1","341108","80级",,,,,,,,,,,,,"1100","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11001","1","341109","90级精铁","2","1","341109","90级",,,,,,,,,,,,,"1100","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11002","1","341110","100级精铁","2","1","341110","100级",,,,,,,,,,,,,"1100","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11003","1","350800","80级剑书","2","1","350800","80级",,,,,,,,,,,,,"1101","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11004","1","350900","90级剑书","2","1","350900","90级",,,,,,,,,,,,,"1101","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11005","1","351000","100级剑书","2","1","351000","100级",,,,,,,,,,,,,"1101","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11006","1","350801","80级锤书","2","1","350801","80级",,,,,,,,,,,,,"1102","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11007","1","350901","90级锤书","2","1","350901","90级",,,,,,,,,,,,,"1102","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11008","1","351001","100级锤书","2","1","351001","100级",,,,,,,,,,,,,"1102","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11009","1","350802","80级匕首书","2","1","350802","80级",,,,,,,,,,,,,"1103","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11010","1","350902","90级匕首书","2","1","350902","90级",,,,,,,,,,,,,"1103","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11011","1","351002","100级匕首书","2","1","351002","100级",,,,,,,,,,,,,"1103","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11012","1","350803","80级爪书","2","1","350803","80级",,,,,,,,,,,,,"1104","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11013","1","350903","90级爪书","2","1","350903","90级",,,,,,,,,,,,,"1104","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11014","1","351003","100级爪书","2","1","351003","100级",,,,,,,,,,,,,"1104","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11015","1","350804","80级魔棒书","2","1","350804","80级",,,,,,,,,,,,,"1105","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11016","1","350904","90级魔棒书","2","1","350904","90级",,,,,,,,,,,,,"1105","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11017","1","351004","100级魔棒书","2","1","351004","100级",,,,,,,,,,,,,"1105","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11018","1","350805","80级法杖书","2","1","350805","80级",,,,,,,,,,,,,"1106","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11019","1","350905","90级法杖书","2","1","350905","90级",,,,,,,,,,,,,"1106","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11020","1","351005","100级法杖书","2","1","351005","100级",,,,,,,,,,,,,"1106","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11021","1","350806","80级腰带书","2","1","350806","80级",,,,,,,,,,,,,"1107","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11022","1","350906","90级腰带书","2","1","350906","90级",,,,,,,,,,,,,"1107","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11023","1","351006","100级腰带书","2","1","351006","100级",,,,,,,,,,,,,"1107","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11024","1","350807","80级鞋书","2","1","350807","80级",,,,,,,,,,,,,"1108","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11025","1","350907","90级鞋书","2","1","350907","90级",,,,,,,,,,,,,"1108","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11026","1","351007","100级鞋书","2","1","351007","100级",,,,,,,,,,,,,"1108","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11027","1","350808","80级项链书","2","1","350808","80级",,,,,,,,,,,,,"1109","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11028","1","350908","90级项链书","2","1","350908","90级",,,,,,,,,,,,,"1109","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11029","1","351008","100级项链书","2","1","351008","100级",,,,,,,,,,,,,"1109","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11030","1","350809","80级男头书","2","1","350809","80级",,,,,,,,,,,,,"1110","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11031","1","350909","90级男头书","2","1","350909","90级",,,,,,,,,,,,,"1110","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11032","1","351009","100级男头书","2","1","351009","100级",,,,,,,,,,,,,"1110","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11033","1","350810","80级女头书","2","1","350810","80级",,,,,,,,,,,,,"1111","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11034","1","350910","90级女头书","2","1","350910","90级",,,,,,,,,,,,,"1111","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11035","1","351010","100级女头书","2","1","351010","100级",,,,,,,,,,,,,"1111","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11036","1","350811","80级男衣书","2","1","350811","80级",,,,,,,,,,,,,"1112","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11037","1","350911","90级男衣书","2","1","350911","90级",,,,,,,,,,,,,"1112","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11038","1","351011","100级男衣书","2","1","351011","100级",,,,,,,,,,,,,"1112","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11039","1","350812","80级女衣书","2","1","350812","80级",,,,,,,,,,,,,"1113","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11040","1","350912","90级女衣书","2","1","350912","90级",,,,,,,,,,,,,"1113","12",,,,,,,,,,,,,,,"1","1","155","","",""
"11041","1","351012","100级女衣书","2","1","351012","100级",,,,,,,,,,,,,"1113","12",,,,,,,,,,,,,,,"1","1","155","","",""
"12000","1","331400","狮鹫","2","1","331400","狮鹫",,,,,,,,,,,,,"1114","13",,,,,,,,,,,,,,,"1","1","155","","",""
"12001","1","331401","烈焰战马","2","1","331401","烈焰战马",,,,,,,,,,,,,"1114","13",,,,,,,,,,,,,,,"1","1","155","","",""
"12002","1","331402","科多兽","2","1","331402","科多兽",,,,,,,,,,,,,"1114","13",,,,,,,,,,,,,,,"1","1","155","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","",""
