"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7620046","心灵之火7","skilllevela>=90",,,,"7620045","4","1",,,,,"5","1","speed","1",,"0","506003","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7620050","神圣救赎",,,,,"0","","1",,,,,"1","randint(1,2)",,"1",,"0","510128","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630010","神圣新星1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.55+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630011","神圣新星2",,,,,"7630010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630012","神圣新星3",,,,,"7630011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630013","神圣新星4","skilllevela>=60",,,,"7630012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630014","神圣新星5","skilllevela>=70",,,,"7630013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630015","神圣新星6","skilllevela>=90",,,,"7630014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630020","治疗祷言1",,,,,"0","","1",,,,,"1","1",,"1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))*(pve?1.5:1)","","","","","508123","0.5","3","curhp_value=gradea*1",,"","","",,,,,"","","","","","","","","","","","",""
"7630021","治疗祷言2",,,,,"7630020","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","508123","0.5","3","curhp_value=gradea*1","","","","","","","","","","","","","","","","","","","","",""
"7630022","治疗祷言3",,,,,"7630021","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","508123","0.5","3","curhp_value=gradea*1","","","","","","","","","","","","","","","","","","","","",""
"7630023","治疗祷言4","skilllevela>=50",,,,"7630022","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","508123","0.5","3","curhp_value=gradea*1","","","","","","","","","","","","","","","","","","","","",""
"7630024","治疗祷言5","skilllevela>=70",,,,"7630023","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","508123","0.5","3","curhp_value=gradea*1","","","","","","","","","","","","","","","","","","","","",""
"7630025","治疗祷言6","skilllevela>=90",,,,"7630024","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","508123","0.5","3","curhp_value=gradea*1","","","","","","","","","","","","","","","","","","","","",""
"7630030","复生复活",,,"509084",,"0","","5",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630031","复生加血",,,"509084",,"7630030","4","1",,,,,"3","1",,"1",,"0","510116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630040","心灵之火1",,,,,"0","","1",,,,,"1","1",,"1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630041","心灵之火2",,,,,"7630040","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630042","心灵之火3",,,,,"7630041","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630043","心灵之火4",,,,,"7630042","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630044","心灵之火5","skilllevela>=50",,,,"7630043","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630045","心灵之火6","skilllevela>=70",,,,"7630044","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630046","心灵之火7","skilllevela>=90",,,,"7630045","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7630050","神圣救赎",,,,,"0","","1",,,,,"1","randint(1,2)",,"1",,"0","510128","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640010","神圣新星1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.55+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640011","神圣新星2",,,,,"7640010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640012","神圣新星3",,,,,"7640011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640013","神圣新星4","skilllevela>=60",,,,"7640012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640014","神圣新星5","skilllevela>=70",,,,"7640013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640015","神圣新星6","skilllevela>=90",,,,"7640014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640016","神圣新星回血",,,,,"7640010","4","3",,,,,"6","1",,"1",,"0","510116","1",,"curhp_value=maxhpa*0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7640020","治疗祷言1",,,,,"0","","1",,,,,"1","1",,"1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640021","治疗祷言2",,,,,"7640020","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640022","治疗祷言3",,,,,"7640021","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640023","治疗祷言4","skilllevela>=50",,,,"7640022","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640024","治疗祷言5","skilllevela>=70",,,,"7640023","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640025","治疗祷言6","skilllevela>=90",,,,"7640024","4","1",,,,,"5","1","hpmin","1",,"0","510116","1","","curhp_value=(medicala*3+1.5*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640026","治疗祷言回血",,,,,"7640020","4","3",,,,,"6","1",,"1",,"0","510116","1",,"curhp_value=maxhpa*0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7640030","复生复活",,,"509084",,"0","","5",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640031","复生加血",,,"509084",,"7640030","4","1",,,,,"3","1",,"1",,"0","510116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640032","复生回血",,,,,"7640030","4","3",,,,,"6","1",,"1",,"0","510116","1",,"curhp_value=maxhpa*0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7640040","心灵之火1",,,,,"0","","1",,,,,"1","1",,"1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640041","心灵之火2",,,,,"7640040","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640042","心灵之火3",,,,,"7640041","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640043","心灵之火4",,,,,"7640042","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640044","心灵之火5","skilllevela>=50",,,,"7640043","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640045","心灵之火6","skilllevela>=70",,,,"7640044","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640046","心灵之火7","skilllevela>=90",,,,"7640045","4","1",,,,,"5","1","speed","1",,"0","506003","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","magicattack_value=1.4*skilllevela;magicdef_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640047","心灵之火回血",,,,,"7640040","4","3",,,,,"6","1",,"1",,"0","510116","1",,"curhp_value=maxhpa*0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7640050","神圣救赎",,,,,"0","","1",,,,,"1","randint(1,2)",,"1",,"0","510128","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7640051","神圣救赎回血",,,,,"7640050","4","3",,,,,"6","1",,"1",,"0","510116","1",,"curhp_value=maxhpa*0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7710010","闪电链1",,,,,"0","","2",,,,,"1","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710011","闪电链2",,,,,"7710010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710012","闪电链3",,,,,"7710011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710013","闪电链4","skilllevela>=50",,,,"7710012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710014","闪电链5","skilllevela>=70",,,,"7710013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710015","闪电链6","skilllevela>=90",,,,"7710014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710020","治疗图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710030","闪电箭",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*2.5-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710040","先祖之魂复活",,,"509084",,"0","","1",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","",,,,,,,,,"","","","","","","","","","","","","","","","",""
"7710041","先祖之魂加血",,,"509084",,"7710040","4","1",,,,,"3","1",,"0.5",,"0","510116","1","","curhp_value=2*skilllevela","pve","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710050","狂热图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7710060","特训成果(光环)",,,,,"0",,"1","1,3",,,,"1","14",,"1",,"0","508125","1",,"speed_value=magicattacka*0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7720010","闪电链1",,,,,"0","","2",,,,,"1","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720011","闪电链2",,,,,"7720010","4","2",,,,,"5","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720012","闪电链3",,,,,"7720011","4","2",,,,,"5","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720013","闪电链4","skilllevela>=50",,,,"7720012","4","2",,,,,"5","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720014","闪电链5","skilllevela>=70",,,,"7720013","4","2",,,,,"5","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720015","闪电链6","skilllevela>=90",,,,"7720014","4","2",,,,,"5","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720020","治疗图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720030","闪电箭",,,,,"0","","2",,,,,"1","1","hpmin","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*2.5-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720040","先祖之魂复活",,,"509084",,"0","","1",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720041","先祖之魂加血",,,"509084",,"7720040","4","1",,,,,"3","1",,"1",,"0","510116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720050","狂热图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7720060","白富美",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508104","1",,"magicattack_value=1*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7730010","闪电链1",,,,,"0","","2",,,,,"1","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730011","闪电链2",,,,,"7730010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730012","闪电链3",,,,,"7730011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730013","闪电链4","skilllevela>=50",,,,"7730012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730014","闪电链5","skilllevela>=70",,,,"7730013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730015","闪电链6","skilllevela>=90",,,,"7730014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730020","治疗图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730030","闪电箭",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","0.5","","curhp_value=-(magicattacka*2.5-magicdefb+2*skilllevela)*0.5*2","","","","","510101","-2","","curhp_value=max((magicattacka*2.5-magicdefb+2*skilllevela)*0.5,3*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7730040","先祖之魂复活",,,"509084",,"0","","1",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730041","先祖之魂加血",,,"509084",,"7730040","4","1",,,,,"3","1",,"1",,"0","510116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7730050","狂热图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740010","闪电链1",,,,,"0","","2",,,,,"1","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740011","闪电链2",,,,,"7740010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740012","闪电链3",,,,,"7740011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740013","闪电链4",,,,,"7740012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740014","闪电链5",,,,,"7740013","4","2",,,,,"5","1","speed","0.5","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740015","闪电链6","skilllevela>=50",,,,"7740013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740016","闪电链7","skilllevela>=70",,,,"7740015","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740017","闪电链8","skilllevela>=90",,,,"7740016","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740020","治疗图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740030","闪电箭",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*2.5-magicdefb+2*skilllevela)*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740040","先祖之魂复活",,,"509084",,"0","","1",,,,,"9","1",,"1",,"0","510107","1","","curhp_value=medicala*1+1*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740041","先祖之魂加血",,,"509084",,"7740040","4","1",,,,,"3","1",,"1",,"0","510116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740050","狂热图腾(召唤)",,,,,,"","6",,,,,,,,"1",,"0","510139","1","1","aim_id=24001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7740060","妖术灵动",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508128","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7810010","淬毒刀扇1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810011","淬毒刀扇2",,,,,"7810010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810012","淬毒刀扇3","skilllevela>=40",,,,"7810011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810013","淬毒刀扇4","skilllevela>=70",,,,"7810012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810014","幻影冲锋5现身",,,,,"7810010","4","3",,,,,,,,"1",,"0","509147","1","1","","","","","",,,,"","","","","","","","","","","","","","","","","","","","","",""
"7810015","淬毒刀扇首目标上毒",,,,,"7810010","4","2",,,,,"3","1",,"0.3",,"0","509080","1","3","","","","","","509080","1","4","","","","","","","","","","","","","","","","","","","","","",""
"7810016","淬毒刀扇上毒加星",,,,,"7810010","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810020","穿刺影袭",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810021","穿刺影袭加星",,,,,"7810020","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810030","剔骨1",,"160004",,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela)","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7810031","剔骨2","",,,,"7810030","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
