"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"7040220","60","maxhp_value","140","defend_value","","","231","231","231","231","231","231","231","231","231","231","4546","2909","1636","727","182","72","72","72","72","72","72","72","72","72","72","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040221","60","maxhp_value","140","defend_value","","","231","231","231","231","231","231","231","231","231","231","4546","2909","1636","727","182","72","72","72","72","72","72","72","72","72","72","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040322","90","maxmp_value","140","defend_value","","","289","289","289","289","289","289","289","289","289","289","4546","2909","1636","727","182","43","43","43","43","43","43","43","43","43","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040323","90","maxmp_value","140","defend_value","","","289","289","289","289","289","289","289","289","289","289","4546","2909","1636","727","182","43","43","43","43","43","43","43","43","43","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040424","150","magicattack_value","160","magicdef_value","","","79","79","79","79","79","79","79","79","79","79","4546","2909","1636","727","182","42","42","42","42","42","42","42","42","42","42","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040525","60","maxhp_value","140","defend_value","","","346","346","346","346","346","346","346","346","346","346","4546","2909","1636","727","182","29","29","29","29","29","29","29","29","29","29","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7040626","160","magicdef_value","200","speed_value","","","42","42","42","42","42","42","42","42","42","42","4546","2909","1636","727","182","41","41","41","41","41","41","41","41","41","41","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050114","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050115","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050116","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050117","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050118","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050119","130","phyattack_value","150","magicattack_value","170","medical_value","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","117","117","117","117","117","117","117","117","117","117","4546","2909","1636","727","182"
"7050220","60","maxhp_value","140","defend_value","","","289","289","289","289","289","289","289","289","289","289","4546","2909","1636","727","182","90","90","90","90","90","90","90","90","90","90","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050221","60","maxhp_value","140","defend_value","","","289","289","289","289","289","289","289","289","289","289","4546","2909","1636","727","182","90","90","90","90","90","90","90","90","90","90","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050322","90","maxmp_value","140","defend_value","","","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","54","54","54","54","54","54","54","54","54","54","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050323","90","maxmp_value","140","defend_value","","","361","361","361","361","361","361","361","361","361","361","4546","2909","1636","727","182","54","54","54","54","54","54","54","54","54","54","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050424","150","magicattack_value","160","magicdef_value","","","99","99","99","99","99","99","99","99","99","99","4546","2909","1636","727","182","53","53","53","53","53","53","53","53","53","53","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050525","60","maxhp_value","140","defend_value","","","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","36","36","36","36","36","36","36","36","36","36","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7050626","160","magicdef_value","200","speed_value","","","53","53","53","53","53","53","53","53","53","53","4546","2909","1636","727","182","51","51","51","51","51","51","51","51","51","51","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060114","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060115","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060116","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060117","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060118","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060119","130","phyattack_value","150","magicattack_value","170","medical_value","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","140","140","140","140","140","140","140","140","140","140","4546","2909","1636","727","182"
"7060220","60","maxhp_value","140","defend_value","","","346","346","346","346","346","346","346","346","346","346","4546","2909","1636","727","182","108","108","108","108","108","108","108","108","108","108","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060221","60","maxhp_value","140","defend_value","","","346","346","346","346","346","346","346","346","346","346","4546","2909","1636","727","182","108","108","108","108","108","108","108","108","108","108","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060322","90","maxmp_value","140","defend_value","","","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","65","65","65","65","65","65","65","65","65","65","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060323","90","maxmp_value","140","defend_value","","","433","433","433","433","433","433","433","433","433","433","4546","2909","1636","727","182","65","65","65","65","65","65","65","65","65","65","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060424","150","magicattack_value","160","magicdef_value","","","119","119","119","119","119","119","119","119","119","119","4546","2909","1636","727","182","63","63","63","63","63","63","63","63","63","63","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060525","60","maxhp_value","140","defend_value","","","520","520","520","520","520","520","520","520","520","520","4546","2909","1636","727","182","43","43","43","43","43","43","43","43","43","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7060626","160","magicdef_value","200","speed_value","","","63","63","63","63","63","63","63","63","63","63","4546","2909","1636","727","182","61","61","61","61","61","61","61","61","61","61","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070114","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070115","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070116","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070117","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070118","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070119","130","phyattack_value","150","magicattack_value","170","medical_value","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","114","114","114","114","114","114","114","114","114","114","4546","2909","1636","727","182","164","164","164","164","164","164","164","164","164","164","4546","2909","1636","727","182"
"7070220","60","maxhp_value","140","defend_value","","","404","404","404","404","404","404","404","404","404","404","4546","2909","1636","727","182","126","126","126","126","126","126","126","126","126","126","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070221","60","maxhp_value","140","defend_value","","","404","404","404","404","404","404","404","404","404","404","4546","2909","1636","727","182","126","126","126","126","126","126","126","126","126","126","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070322","90","maxmp_value","140","defend_value","","","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","76","76","76","76","76","76","76","76","76","76","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070323","90","maxmp_value","140","defend_value","","","505","505","505","505","505","505","505","505","505","505","4546","2909","1636","727","182","76","76","76","76","76","76","76","76","76","76","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070424","150","magicattack_value","160","magicdef_value","","","139","139","139","139","139","139","139","139","139","139","4546","2909","1636","727","182","74","74","74","74","74","74","74","74","74","74","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070525","60","maxhp_value","140","defend_value","","","606","606","606","606","606","606","606","606","606","606","4546","2909","1636","727","182","51","51","51","51","51","51","51","51","51","51","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7070626","160","magicdef_value","200","speed_value","","","74","74","74","74","74","74","74","74","74","74","4546","2909","1636","727","182","71","71","71","71","71","71","71","71","71","71","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080114","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080115","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080116","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080117","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080118","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080119","130","phyattack_value","150","magicattack_value","170","medical_value","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","187","187","187","187","187","187","187","187","187","187","4546","2909","1636","727","182"
"7080220","60","maxhp_value","140","defend_value","","","462","462","462","462","462","462","462","462","462","462","4546","2909","1636","727","182","144","144","144","144","144","144","144","144","144","144","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080221","60","maxhp_value","140","defend_value","","","462","462","462","462","462","462","462","462","462","462","4546","2909","1636","727","182","144","144","144","144","144","144","144","144","144","144","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080322","90","maxmp_value","140","defend_value","","","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","87","87","87","87","87","87","87","87","87","87","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080323","90","maxmp_value","140","defend_value","","","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","87","87","87","87","87","87","87","87","87","87","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080424","150","magicattack_value","160","magicdef_value","","","159","159","159","159","159","159","159","159","159","159","4546","2909","1636","727","182","84","84","84","84","84","84","84","84","84","84","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080525","60","maxhp_value","140","defend_value","","","693","693","693","693","693","693","693","693","693","693","4546","2909","1636","727","182","58","58","58","58","58","58","58","58","58","58","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7080626","160","magicdef_value","200","speed_value","","","84","84","84","84","84","84","84","84","84","84","4546","2909","1636","727","182","81","81","81","81","81","81","81","81","81","81","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090114","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090115","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090116","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090117","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090118","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090119","130","phyattack_value","150","magicattack_value","170","medical_value","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","146","146","146","146","146","146","146","146","146","146","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182"
"7090220","60","maxhp_value","140","defend_value","","","520","520","520","520","520","520","520","520","520","520","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090221","60","maxhp_value","140","defend_value","","","520","520","520","520","520","520","520","520","520","520","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090322","90","maxmp_value","140","defend_value","","","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090323","90","maxmp_value","140","defend_value","","","649","649","649","649","649","649","649","649","649","649","4546","2909","1636","727","182","97","97","97","97","97","97","97","97","97","97","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090424","150","magicattack_value","160","magicdef_value","","","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","95","95","95","95","95","95","95","95","95","95","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090525","60","maxhp_value","140","defend_value","","","779","779","779","779","779","779","779","779","779","779","4546","2909","1636","727","182","65","65","65","65","65","65","65","65","65","65","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7090626","160","magicdef_value","200","speed_value","","","95","95","95","95","95","95","95","95","95","95","4546","2909","1636","727","182","91","91","91","91","91","91","91","91","91","91","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100114","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100115","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100116","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100117","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100118","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100119","130","phyattack_value","150","magicattack_value","170","medical_value","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","162","162","162","162","162","162","162","162","162","162","4546","2909","1636","727","182","234","234","234","234","234","234","234","234","234","234","4546","2909","1636","727","182"
"7100220","60","maxhp_value","140","defend_value","","","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","180","180","180","180","180","180","180","180","180","180","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100221","60","maxhp_value","140","defend_value","","","577","577","577","577","577","577","577","577","577","577","4546","2909","1636","727","182","180","180","180","180","180","180","180","180","180","180","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100322","90","maxmp_value","140","defend_value","","","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","108","108","108","108","108","108","108","108","108","108","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100323","90","maxmp_value","140","defend_value","","","722","722","722","722","722","722","722","722","722","722","4546","2909","1636","727","182","108","108","108","108","108","108","108","108","108","108","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100424","150","magicattack_value","160","magicdef_value","","","198","198","198","198","198","198","198","198","198","198","4546","2909","1636","727","182","106","106","106","106","106","106","106","106","106","106","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100525","60","maxhp_value","140","defend_value","","","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","72","72","72","72","72","72","72","72","72","72","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7100626","160","magicdef_value","200","speed_value","","","106","106","106","106","106","106","106","106","106","106","4546","2909","1636","727","182","101","101","101","101","101","101","101","101","101","101","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110114","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110115","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110116","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110117","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110118","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110119","130","phyattack_value","150","magicattack_value","170","medical_value","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","179","179","179","179","179","179","179","179","179","179","4546","2909","1636","727","182","257","257","257","257","257","257","257","257","257","257","4546","2909","1636","727","182"
"7110220","60","maxhp_value","140","defend_value","","","635","635","635","635","635","635","635","635","635","635","4546","2909","1636","727","182","198","198","198","198","198","198","198","198","198","198","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110221","60","maxhp_value","140","defend_value","","","635","635","635","635","635","635","635","635","635","635","4546","2909","1636","727","182","198","198","198","198","198","198","198","198","198","198","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110322","90","maxmp_value","140","defend_value","","","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","119","119","119","119","119","119","119","119","119","119","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110323","90","maxmp_value","140","defend_value","","","794","794","794","794","794","794","794","794","794","794","4546","2909","1636","727","182","119","119","119","119","119","119","119","119","119","119","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110424","150","magicattack_value","160","magicdef_value","","","218","218","218","218","218","218","218","218","218","218","4546","2909","1636","727","182","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110525","60","maxhp_value","140","defend_value","","","953","953","953","953","953","953","953","953","953","953","4546","2909","1636","727","182","79","79","79","79","79","79","79","79","79","79","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7110626","160","magicdef_value","200","speed_value","","","116","116","116","116","116","116","116","116","116","116","4546","2909","1636","727","182","112","112","112","112","112","112","112","112","112","112","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120114","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120115","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120116","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120117","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120118","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120119","130","phyattack_value","150","magicattack_value","170","medical_value","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","195","195","195","195","195","195","195","195","195","195","4546","2909","1636","727","182","281","281","281","281","281","281","281","281","281","281","4546","2909","1636","727","182"
"7120220","60","maxhp_value","140","defend_value","","","693","693","693","693","693","693","693","693","693","693","4546","2909","1636","727","182","216","216","216","216","216","216","216","216","216","216","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120221","60","maxhp_value","140","defend_value","","","693","693","693","693","693","693","693","693","693","693","4546","2909","1636","727","182","216","216","216","216","216","216","216","216","216","216","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120322","90","maxmp_value","140","defend_value","","","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120323","90","maxmp_value","140","defend_value","","","866","866","866","866","866","866","866","866","866","866","4546","2909","1636","727","182","130","130","130","130","130","130","130","130","130","130","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120424","150","magicattack_value","160","magicdef_value","","","238","238","238","238","238","238","238","238","238","238","4546","2909","1636","727","182","127","127","127","127","127","127","127","127","127","127","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120525","60","maxhp_value","140","defend_value","","","1039","1039","1039","1039","1039","1039","1039","1039","1039","1039","4546","2909","1636","727","182","87","87","87","87","87","87","87","87","87","87","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7120626","160","magicdef_value","200","speed_value","","","127","127","127","127","127","127","127","127","127","127","4546","2909","1636","727","182","122","122","122","122","122","122","122","122","122","122","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130114","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
