"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"5060613","88","60","350607","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331166","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","40011","6","62500","1","6060613","5060613","5500","6060613","4000","7060613","500","","",,,"5060613","0","6060613","7500","7060613","2500",,"",,
"5070101","1288","70","350700","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070101","5070101","5500","6070101","4000","7070101","500","","",,,"5070101","0","6070101","7500","7070101","2500",,"",,
"5070102","1288","70","350701","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070102","5070102","5500","6070102","4000","7070102","500","","",,,"5070102","0","6070102","7500","7070102","2500",,"",,
"5070103","1288","70","350702","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070103","5070103","5500","6070103","4000","7070103","500","","",,,"5070103","0","6070103","7500","7070103","2500",,"",,
"5070104","1288","70","350703","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070104","5070104","5500","6070104","4000","7070104","500","","",,,"5070104","0","6070104","7500","7070104","2500",,"",,
"5070105","1288","70","350704","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070105","5070105","5500","6070105","4000","7070105","500","","",,,"5070105","0","6070105","7500","7070105","2500",,"",,
"5070106","1288","70","350705","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331107","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","40008","8","80000","1","6070106","5070106","5500","6070106","4000","7070106","500","","",,,"5070106","0","6070106","7500","7070106","2500",,"",,
"5070207","312","70","350711","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331137","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","40010","8","80000","1","6070207","5070207","5500","6070207","4000","7070207","500","","",,,"5070207","0","6070207","7500","7070207","2500",,"",,
"5070208","312","70","350712","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331137","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","40010","8","80000","1","6070208","5070208","5500","6070208","4000","7070208","500","","",,,"5070208","0","6070208","7500","7070208","2500",,"",,
"5070309","280","70","350709","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331137","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","40009","8","80000","1","6070309","5070309","5500","6070309","4000","7070309","500","","",,,"5070309","0","6070309","7500","7070309","2500",,"",,
"5070310","280","70","350710","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331137","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","40009","8","80000","1","6070310","5070310","5500","6070310","4000","7070310","500","","",,,"5070310","0","6070310","7500","7070310","2500",,"",,
"5070411","40","70","350708","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331167","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","40011","8","80000","1","6070411","5070411","5500","6070411","4000","7070411","500","","",,,"5070411","0","6070411","7500","7070411","2500",,"",,
"5070512","72","70","350706","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331167","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","40011","8","80000","1","6070512","5070512","5500","6070512","4000","7070512","500","","",,,"5070512","0","6070512","7500","7070512","2500",,"",,
"5070613","88","70","350707","1","341107","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","331167","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","40011","8","80000","1","6070613","5070613","5500","6070613","4000","7070613","500","","",,,"5070613","0","6070613","7500","7070613","2500",,"",,
"5080101","1288","80","350800","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080101","5080101","5500","6080101","4000","7080101","500","","",,,"5080101","0","6080101","7500","7080101","2500",,"",,
"5080102","1288","80","350801","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080102","5080102","5500","6080102","4000","7080102","500","","",,,"5080102","0","6080102","7500","7080102","2500",,"",,
"5080103","1288","80","350802","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080103","5080103","5500","6080103","4000","7080103","500","","",,,"5080103","0","6080103","7500","7080103","2500",,"",,
"5080104","1288","80","350803","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080104","5080104","5500","6080104","4000","7080104","500","","",,,"5080104","0","6080104","7500","7080104","2500",,"",,
"5080105","1288","80","350804","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080105","5080105","5500","6080105","4000","7080105","500","","",,,"5080105","0","6080105","7500","7080105","2500",,"",,
"5080106","1288","80","350805","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331108","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","40008","13","100000","1","6080106","5080106","5500","6080106","4000","7080106","500","","",,,"5080106","0","6080106","7500","7080106","2500",,"",,
"5080207","312","80","350811","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331138","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","40010","13","100000","1","6080207","5080207","5500","6080207","4000","7080207","500","","",,,"5080207","0","6080207","7500","7080207","2500",,"",,
"5080208","312","80","350812","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331138","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","40010","13","100000","1","6080208","5080208","5500","6080208","4000","7080208","500","","",,,"5080208","0","6080208","7500","7080208","2500",,"",,
"5080309","280","80","350809","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331138","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","40009","13","100000","1","6080309","5080309","5500","6080309","4000","7080309","500","","",,,"5080309","0","6080309","7500","7080309","2500",,"",,
"5080310","280","80","350810","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331138","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","40009","13","100000","1","6080310","5080310","5500","6080310","4000","7080310","500","","",,,"5080310","0","6080310","7500","7080310","2500",,"",,
"5080411","40","80","350808","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331168","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","40011","13","100000","1","6080411","5080411","5500","6080411","4000","7080411","500","","",,,"5080411","0","6080411","7500","7080411","2500",,"",,
"5080512","72","80","350806","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331168","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","40011","13","100000","1","6080512","5080512","5500","6080512","4000","7080512","500","","",,,"5080512","0","6080512","7500","7080512","2500",,"",,
"5080613","88","80","350807","1","341108","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","331168","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","40011","13","100000","1","6080613","5080613","5500","6080613","4000","7080613","500","","",,,"5080613","0","6080613","7500","7080613","2500",,"",,
"5090101","1288","90","350900","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090101","5090101","5500","6090101","4000","7090101","500","","",,,"5090101","0","6090101","7500","7090101","2500",,"",,
"5090102","1288","90","350901","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090102","5090102","5500","6090102","4000","7090102","500","","",,,"5090102","0","6090102","7500","7090102","2500",,"",,
"5090103","1288","90","350902","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090103","5090103","5500","6090103","4000","7090103","500","","",,,"5090103","0","6090103","7500","7090103","2500",,"",,
"5090104","1288","90","350903","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090104","5090104","5500","6090104","4000","7090104","500","","",,,"5090104","0","6090104","7500","7090104","2500",,"",,
"5090105","1288","90","350904","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090105","5090105","5500","6090105","4000","7090105","500","","",,,"5090105","0","6090105","7500","7090105","2500",,"",,
"5090106","1288","90","350905","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331109","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","40008","25","122500","1","6090106","5090106","5500","6090106","4000","7090106","500","","",,,"5090106","0","6090106","7500","7090106","2500",,"",,
"5090207","312","90","350911","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331139","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","40010","25","122500","1","6090207","5090207","5500","6090207","4000","7090207","500","","",,,"5090207","0","6090207","7500","7090207","2500",,"",,
"5090208","312","90","350912","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331139","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","40010","25","122500","1","6090208","5090208","5500","6090208","4000","7090208","500","","",,,"5090208","0","6090208","7500","7090208","2500",,"",,
"5090309","280","90","350909","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331139","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","40009","25","122500","1","6090309","5090309","5500","6090309","4000","7090309","500","","",,,"5090309","0","6090309","7500","7090309","2500",,"",,
"5090310","280","90","350910","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331139","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","40009","25","122500","1","6090310","5090310","5500","6090310","4000","7090310","500","","",,,"5090310","0","6090310","7500","7090310","2500",,"",,
"5090411","40","90","350908","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331169","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","40011","25","122500","1","6090411","5090411","5500","6090411","4000","7090411","500","","",,,"5090411","0","6090411","7500","7090411","2500",,"",,
"5090512","72","90","350906","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331169","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","40011","25","122500","1","6090512","5090512","5500","6090512","4000","7090512","500","","",,,"5090512","0","6090512","7500","7090512","2500",,"",,
"5090613","88","90","350907","1","341109","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","331169","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","40011","25","122500","1","6090613","5090613","5500","6090613","4000","7090613","500","","",,,"5090613","0","6090613","7500","7090613","2500",,"",,
"5100101","1288","100","351000","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100101","5100101","5500","6100101","4000","7100101","500","","",,,"5100101","0","6100101","7500","7100101","2500",,"",,
"5100102","1288","100","351001","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100102","5100102","5500","6100102","4000","7100102","500","","",,,"5100102","0","6100102","7500","7100102","2500",,"",,
"5100103","1288","100","351002","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100103","5100103","5500","6100103","4000","7100103","500","","",,,"5100103","0","6100103","7500","7100103","2500",,"",,
"5100104","1288","100","351003","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100104","5100104","5500","6100104","4000","7100104","500","","",,,"5100104","0","6100104","7500","7100104","2500",,"",,
"5100105","1288","100","351004","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100105","5100105","5500","6100105","4000","7100105","500","","",,,"5100105","0","6100105","7500","7100105","2500",,"",,
"5100106","1288","100","351005","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331110","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","40008","50","147500","1","6100106","5100106","5500","6100106","4000","7100106","500","","",,,"5100106","0","6100106","7500","7100106","2500",,"",,
"5100207","312","100","351011","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331140","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","40010","50","147500","1","6100207","5100207","5500","6100207","4000","7100207","500","","",,,"5100207","0","6100207","7500","7100207","2500",,"",,
"5100208","312","100","351012","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331140","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","40010","50","147500","1","6100208","5100208","5500","6100208","4000","7100208","500","","",,,"5100208","0","6100208","7500","7100208","2500",,"",,
"5100309","280","100","351009","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331140","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","40009","50","147500","1","6100309","5100309","5500","6100309","4000","7100309","500","","",,,"5100309","0","6100309","7500","7100309","2500",,"",,
"5100310","280","100","351010","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331140","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","40009","50","147500","1","6100310","5100310","5500","6100310","4000","7100310","500","","",,,"5100310","0","6100310","7500","7100310","2500",,"",,
"5100411","40","100","351008","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331170","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","40011","50","147500","1","6100411","5100411","5500","6100411","4000","7100411","500","","",,,"5100411","0","6100411","7500","7100411","2500",,"",,
"5100512","72","100","351006","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331170","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","40011","50","147500","1","6100512","5100512","5500","6100512","4000","7100512","500","","",,,"5100512","0","6100512","7500","7100512","2500",,"",,
"5100613","88","100","351007","1","341110","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","331170","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","40011","50","147500","1","6100613","5100613","5500","6100613","4000","7100613","500","","",,,"5100613","0","6100613","7500","7100613","2500",,"",,
"5110101","1288","110","351100","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110101","5110101","5500","6110101","4000","7110101","500","","",,,"5110101","0","6110101","7500","7110101","2500",,"",,
"5110102","1288","110","351101","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110102","5110102","5500","6110102","4000","7110102","500","","",,,"5110102","0","6110102","7500","7110102","2500",,"",,
"5110103","1288","110","351102","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110103","5110103","5500","6110103","4000","7110103","500","","",,,"5110103","0","6110103","7500","7110103","2500",,"",,
"5110104","1288","110","351103","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110104","5110104","5500","6110104","4000","7110104","500","","",,,"5110104","0","6110104","7500","7110104","2500",,"",,
"5110105","1288","110","351104","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110105","5110105","5500","6110105","4000","7110105","500","","",,,"5110105","0","6110105","7500","7110105","2500",,"",,
"5110106","1288","110","351105","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331111","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","40008","75","175000","1","6110106","5110106","5500","6110106","4000","7110106","500","","",,,"5110106","0","6110106","7500","7110106","2500",,"",,
"5110207","312","110","351111","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","40010","75","175000","1","6110207","5110207","5500","6110207","4000","7110207","500","","",,,"5110207","0","6110207","7500","7110207","2500",,"",,
"5110208","312","110","351112","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","40010","75","175000","1","6110208","5110208","5500","6110208","4000","7110208","500","","",,,"5110208","0","6110208","7500","7110208","2500",,"",,
"5110309","280","110","351109","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","40009","75","175000","1","6110309","5110309","5500","6110309","4000","7110309","500","","",,,"5110309","0","6110309","7500","7110309","2500",,"",,
"5110310","280","110","351110","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331141","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","","","","","","","","","","","40009","75","175000","1","6110310","5110310","5500","6110310","4000","7110310","500","","",,,"5110310","0","6110310","7500","7110310","2500",,"",,
"5110411","40","110","351108","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","40011","75","175000","1","6110411","5110411","5500","6110411","4000","7110411","500","","",,,"5110411","0","6110411","7500","7110411","2500",,"",,
"5110512","72","110","351106","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","40011","75","175000","1","6110512","5110512","5500","6110512","4000","7110512","500","","",,,"5110512","0","6110512","7500","7110512","2500",,"",,
"5110613","88","110","351107","1","341111","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","331171","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","","","","","","","","","","","40011","75","175000","1","6110613","5110613","5500","6110613","4000","7110613","500","","",,,"5110613","0","6110613","7500","7110613","2500",,"",,
"5120101","1288","120","351200","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120101","5120101","5500","6120101","4000","7120101","500","","",,,"5120101","0","6120101","7500","7120101","2500",,"",,
"5120102","1288","120","351201","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120102","5120102","5500","6120102","4000","7120102","500","","",,,"5120102","0","6120102","7500","7120102","2500",,"",,
"5120103","1288","120","351202","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120103","5120103","5500","6120103","4000","7120103","500","","",,,"5120103","0","6120103","7500","7120103","2500",,"",,
"5120104","1288","120","351203","1","341112","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","","","","","","","","","","","","","331112","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","","","","","","","","","","","","","40008","75","205000","1","6120104","5120104","5500","6120104","4000","7120104","500","","",,,"5120104","0","6120104","7500","7120104","2500",,"",,
