"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"20700720","天崩地裂3-受击结算","4","0","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"20700800","电闪雷鸣1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20700801","电闪雷鸣1-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_guai_benleizhou/mt_guai_benleizhou","0",,"0","0","200","0","0","0","0","1"
"20700802","电闪雷鸣1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"20700810","电闪雷鸣2-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_guai_benleizhou/mt_guai_benleizhou","0",,"0","0","200","0","0","0","0","1"
"20700811","电闪雷鸣2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"20700820","电闪雷鸣3-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_guai_benleizhou/mt_guai_benleizhou","0",,"0","0","200","0","0","0","0","1"
"20700821","电闪雷鸣3-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"20700900","壁垒击破-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"20700901","壁垒击破-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20700902","壁垒击破-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_5/mt3_zs_5_mingzhong_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20700903","壁垒击破-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"20700904","壁垒击破-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701000","剑舞1-施法动作","0","0","0","9","600","0","0","0","0","0","188","0","0","0","0","0",,"0",,,"0",,,,,,"1"
"20701001","剑舞1-隐身主体","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701002","剑舞1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"20701003","剑舞1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701004","剑舞1-受击特效上","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_xia_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701005","剑舞1-受击特效下","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_shang_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701006","剑舞1-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"20701007","剑舞1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701010","剑舞2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"20701011","剑舞2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701012","剑舞2-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_xia_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701013","剑舞2-受击特效下","2","1","200","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_shang_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701014","剑舞2-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","600","200","0","0","0","0","1"
"20701015","剑舞2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701020","剑舞3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"20701021","剑舞3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701022","剑舞3-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_xia_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701023","剑舞3-受击特效下","2","1","200","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_2/mt3_zs_2_shang_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"20701024","剑舞3-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","600","200","0","0","0","0","1"
"20701025","剑舞3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701030","剑舞5-现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701100","舍命击打击-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"20701101","舍命击打击-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701102","舍命击打击-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_5/mt3_zs_5_mingzhong_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20701103","舍命击打击-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"20701104","舍命击打击-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701110","舍命击反噬-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"20701200","散失之刃-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701201","散失之刃-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_6/mt3_sq_6_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20701202","散失之刃-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_6/mt3_sq_6_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"20701203","散失之刃-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1400","200","0","0","0","0","1"
"20701300","英勇打击-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"20701301","英勇打击-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701302","英勇打击-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_zs_5/mt3_zs_5_mingzhong_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20701303","英勇打击-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"20701304","英勇打击-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701400","灵魂禁锢-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701401","灵魂禁锢-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_morizhanchang/mt_morizhanchang_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20701402","灵魂禁锢-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_morizhanchang/mt_morizhanchang_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"20701403","灵魂禁锢-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0",,"0","1200","200","0","0","0","0","1"
"20701500","法力燃烧1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701501","法力燃烧1-攻击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","geffect/skill/mt_mobaoshu/mt_mobaoshu","0","liumaishenjian","0","0","200","0","0","0","0","1"
"20701502","法力燃烧1-受击特效","2","1","1200","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/aobao_hit/aobao_hit","0",,"0","0","200","0","0","0","0","1"
"20701503","法力燃烧1-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1400","200","0","0","0","0","1"
"20701510","法力燃烧2-受击特效","2","1","1200","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/aobao_hit/aobao_hit","0",,"0","0","200","0","0","0","0","1"
"20701511","法力燃烧2-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1400","200","0","0","0","0","1"
"20701520","法力燃烧3-受击特效","2","1","1200","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/aobao_hit/aobao_hit","0",,"0","0","200","0","0","0","0","1"
"20701521","法力燃烧3-受击结算","4","1","1200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1400","200","0","0","0","0","1"
"20701530","法力燃烧给主人蓝","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"20701600","法术否定-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701601","法术否定-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"20701602","法术否定-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"20701603","法术否定-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"20701700","隐身主动-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701701","隐身主动-结算","4","1","200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","400","200","0","0","0","0","1"
"20701800","高级隐身主动-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"20701801","高级隐身主动-结算","4","1","200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","400","200","0","0","0","0","1"
"42000100","治愈术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000101","治愈术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000102","治愈术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000200","滋润术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000201","滋润术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000202","滋润术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000300","祝福术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000301","祝福术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000302","祝福术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000400","凝气术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000401","凝气术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000402","凝气术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000500","凝神术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000501","凝神术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000502","凝神术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000600","活血术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000601","活血术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000602","活血术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000700","命归术1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000701","命归术1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000702","命归术1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000800","宁静之雨1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000801","宁静之雨1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000802","宁静之雨1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42000900","复活术-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42000901","复活术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000902","复活术-受击结算","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_xia","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42000903","复活术-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1800","200","0","0","0","0","1"
"42000910","复活术加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"42001000","还魂术-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001001","还魂术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001002","还魂术-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_xia","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001003","还魂术-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1800","200","0","0","0","0","1"
"42001010","还魂术加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"42001100","绝望赞歌-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001101","绝望赞歌-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001102","绝望赞歌-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_xia","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001103","绝望赞歌-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1800","200","0","0","0","0","1"
"42001110","绝望赞歌加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"42001120","绝望赞歌自残","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"42001200","净化-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001201","净化-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001202","净化-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001203","净化-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"42001300","清心-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001301","清心-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001302","清心-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001303","清心-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"42001400","气定神闲-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001401","气定神闲-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001402","气定神闲-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001403","气定神闲-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"42001500","氤氲神祗-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001501","氤氲神祗-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001502","氤氲神祗-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001503","氤氲神祗-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"42001600","诬陷术-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001601","诬陷术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001602","诬陷术-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sq_5/mt3_sq_5_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001603","诬陷术-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"42001700","鼓舞术-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001701","鼓舞术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001702","鼓舞术-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001703","鼓舞术-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42001800","魔兽之印-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001801","魔兽之印-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001802","魔兽之印-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42001803","魔兽之印-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42001900","震慑术-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42001901","震慑术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42001902","震慑术-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"42002000","雷霆怒吼-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002001","雷霆怒吼-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002002","雷霆怒吼-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"42002100","固甲术-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002101","固甲术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002102","固甲术-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42002103","固甲术-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42002200","圣灵之甲-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002201","圣灵之甲-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002202","圣灵之甲-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42002203","圣灵之甲-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42002300","破甲术-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002301","破甲术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002302","破甲术-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"42002400","破碎无双-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002401","破碎无双-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002402","破碎无双-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"42002500","疾风术-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"42002501","疾风术-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"42002502","疾风术-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_zhuanzhuyizhi/mt_zhuanzhuyizhi_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"42002503","疾风术-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"42002600","幽灵疾步-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
