"编号","售卖图标ID","名称","名称颜色","宠物品质","售卖商店类型","售卖NPCID","参战等级","携带等级","初始等级","推荐体质","推荐智力","推荐力量","推荐耐力","推荐敏捷","初始属性分配类型","初始属性点","初始寿命","area1colour","area2colour","体资最小值","体资最大值","法资最小值","法资最大值","攻资最小值","攻资最大值","防资最小值","防资最大值","速资最小值","速资最大值","体资固定值","法资固定值","攻资固定值","防资固定值","速资固定值","成长率1","成长率2","成长率3","成长率4","成长率5","成长率6","成长率7","固定成长率","治疗强度成长","控制命中成长","控制抗性成长","类型","对应野生ID","对应宝宝ID","对应变异ID","是否稀有","造型id","技能1","技能2","技能3","技能4","技能5","出现几率1","出现几率2","出现几率3","出现几率4","出现几率5","图鉴是否显示","可出现场景地图ID","出现场景描述","洗宠消耗材料ID","洗宠消耗材料数量","洗练后ID","是否绑定","技能认证花费银币","取消认证花费银币","辅助AI","珍品评分","珍品需要技能数","宠物回收价格","多少次变成满技能"
"500296","32000","变异铁炉牧师宝宝","FFd200ff","4","3","161506","90","80","0","1","4","0","0","0","2","100","20000","1","0","3070","3860","2560","3210","1020","1290","1540","1930","1280","1610","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","3","500153","500255",,,"1010147","206043","207006","206046","206045","","1000","333","333","333","","0","1646","深渊3层","310103","2","500296@1000",,"1666000","1000000",,"3599","2",,"180"
"500297","32000","变异矮人军官灵兽","FFff5900","5","3","161506","90","80","0","1","0","4","0","0","2","100","20000","1","0","4610","5790","1710","2140","1540","1930","1020","1290","1280","1610","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","3",,"500256",,"1","1010148","206054","207013","206073","206003","206020","1000","333","333","333","333","0","1644","深渊1~3层","310103","2","500297@1000",,"1666000","1000000",,"0","0",,"185"
"500298","32000","变异死亡骑士宝宝","FFd200ff","4","3","161506","95","85","0","1","0","4","0","0","2","100","20000","1","0","3170","3980","1760","2210","1590","1990","1320","1660","1590","1990","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","3","500154","500257",,,"1010149","206072","206052","206058","206038","206051","1000","333","333","333","333","0","1647","雾都1~3层","310103","2","500298@1000",,"1834000","1000000",,"3797","3",,"190"
"500299","32000","变异食尸鬼宝宝","FFd200ff","4","3","161506","95","85","0","1","0","4","0","0","2","100","20000","1","0","4760","5970","1760","2210","1590","1990","1060","1330","1320","1660","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","3","500157","500258",,,"1010150","206040","206066","206069","206039","206049","1000","333","333","333","333","0","1648","雾都2~3层","310103","2","500299@1000",,"1834000","1000000",,"3798","3",,"195"
"500300","32000","变异女妖宝宝","FFd200ff","4","3","161506","95","85","0","1","4","0","0","0","2","100","20000","1","0","4760","5970","2640","3320","1060","1330","1320","1660","1060","1330","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","3","500159","500259",,,"1010151","207006","206065","206064","206063","206062","1000","333","333","333","333","0","1649","雾都3层","310103","2","500300@1000",,"1834000","1000000",,"3799","3",,"200"
"500301","32000","变异恐惧恶魔灵兽","FFff5900","5","3","161506","95","85","0","1","0","4","0","0","2","100","20000","1","0","3960","4980","1760","2210","1590","1990","1060","1330","1590","1990","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","3",,"500260",,"1","1010152","206056","207010","206060","206054","206070","1000","333","333","333","333","0","1647","雾都1~3层","310103","2","500301@1000",,"1834000","1000000",,"0","0",,"205"
"506001","32000","蝙蝠宝宝","FF00b1ff","3","3","161506","1","1","8","1","0","4","0","0","2","100","10000","0","0","3040","3800","1130","1410","1010","1270","840","1060","680","840","3344","1242","1114","928","744","952","960","968","976","984","992","1000","976","3","10","10","2",,"500233","500274","","1010125","206003","206023",,,"","1000","1000",,,"","0","","","310102","1","500233@998;500274@2","1","14160","1000000","","99999","1",,"5"
"506002","32000","孢子人宝宝","FF00b1ff","3","3","161506","1","1","8","1","0","4","0","0","2","100","10000","0","0","3040","3800","1130","1410","1010","1270","840","1060","680","840","3344","1242","1114","928","744","952","960","968","976","984","992","1000","976","3","10","10","2",,"500233","500274","","1010135","206003","206023",,,"","1000","1000",,,"","0","","","310102","1","500233@998;500274@2","1","14160","1000000","","99999","1",,"5"
"506003","32000","迅猛龙宝宝","FF00b1ff","3","3","161506","15","5","20","1","0","4","0","0","2","100","10000","0","0","2620","3280","1160","1460","1050","1310","700","870","1050","1310","2884","1280","1154","768","1154","952","960","968","976","984","992","1000","976","3","10","10","2",,"500221","500262","","1010113","206002","206003","206023","","","1000","1000","1000","","","0","","","310102","1","500221@998;500262@2","1","106000","1000000","","99999","2",,"10"
"506004","32000","迅猛龙宝宝","FF00b1ff","3","3","161506","15","5","20","1","0","4","0","0","2","100","10000","0","0","2620","3280","1160","1460","1050","1310","700","870","1050","1310","2884","1280","1154","768","1154","952","960","968","976","984","992","1000","976","3","10","10","2",,"500221","500262","","1010113","206002","206003","206023","","","1000","1000","1000","","","0","","","310102","1","500221@998;500262@2","1","106000","1000000","","99999","2",,"10"
"506005","32000","变异囧龟","FFd200ff","4","3","161506","25","15","30","1","0","4","0","0","2","100","10000","1","0","2910","3650","1290","1620","1160","1460","1160","1460","780","970","3206","1422","1280","1280","856","982","990","998","1006","1014","1022","1030","1006","3","10","10","3",,,,"","1010115","206002","206003","206021","206013","","1000","1000","1000","1000","","0","1601","溶洞1~3层","310103","1","500264@1000","1","210000","1000000","","1666","2",,"15"
"506006","32000","地精工匠宝宝","FF00b1ff","3","3","161506","35","25","40","1","4","0","0","0","2","100","10000","0","0","3350","4190","1860","2330","740","930","740","930","930","1160","3686","2048","816","816","1022","1012","1020","1028","1036","1044","1052","1060","1036","3","10","10","2",,"500225","500266",,"1010117","207001","206033","206011","206052","","1000","1000","1000","1000","","0","1627","废矿2~3层","310102","1","500225@998;500266@2","1","346000","1000000",,"99999","3",,"20"
"506007","32000","剪刀手宝宝","FF00b1ff","3","3","161506","35","25","40","1","0","4","0","0","2","100","10000","0","0","2230","2790","1240","1550","1120","1400","930","1160","1120","1400","2454","1364","1232","1022","1232","1012","1020","1028","1036","1044","1052","1060","1036","3","10","10","2",,"500226","500267","","1010118","206003","206041","206018","206023","","1000","1000","1000","1000","","0","","","310102","1","500226@998;500267@2","1","346000","1000000","","99999","3",,"20"
"506008","32000","野鬼宝宝","FF00b1ff","3","3","161506","45","35","45","1","4","0","0","0","2","100","20000","0","0","3460","4320","1920","2400","770","960","770","960","960","1200","3804","2112","846","846","1056","1042","1050","1058","1066","1074","1082","1090","1066","3","10","10","2",,"500228","500269","","1010120","206066","207008","206054","206053","","1000","333","333","333","","0","","","310102","1","500228@998;500269@2","1","514000","1000000","","2311","3",,"25"
"506009","32000","变异狼人","FFd200ff","4","3","161506","45","35","0","1","0","4","0","0","2","100","20000","1","0","3100","3890","1380","1730","1240","1560","830","1040","1240","1560","3416","1520","1368","914","1368","1042","1050","1058","1066","1074","1082","1090","1066","3","10","10","3",,"","","","1010121","206067","206002","206001","206026","","1000","333","333","333","","0","","","310103","1","500270@1000","1","514000","1000000","","2135","2",,"25"
"506010","32000","血月教徒宝宝","FFd200ff","4","3","161506","45","35","0","1","4","0","0","0","2","100","20000","0","0","2300","2880","1920","2400","770","960","960","1200","1150","1440","2532","2112","846","1056","1266","1042","1050","1058","1066","1074","1082","1090","1066","3","10","10","2",,"500231","500272","1","1010123","207008","206067","206046","206054","206053","1000","333","333","333","333","0","1629","银堡1~3层","310102","1","500231@998;500272@2","1","514000","1000000","","0","0",,"30"
"506011","32000","变异羽蛇","FFd200ff","4","3","161506","25","15","30","1","0","4","0","0","2","100","20000","1","0","2330","2920","1290","1620","1160","1460","970","1220","1160","1460","2566","1422","1280","1070","1280","982","990","998","1006","1014","1022","1030","1006","3","10","10","3","500105",,,,"1010114","206001","206035","206023","206033","","1000","1000","1000","1000","","0","1625","溶洞3层","310103","1","500263@1000","1","210000","1000000",,"1667","2",,"30"
"900001","32000","大地之灵","FFff5900","5","3","161506","0","0","0","1","0","4","0","0","2","100","20000","1","0","3960","4980","1760","2210","1590","1990","1060","1330","1590","1990","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","4",,"500260",,"1","1010152","206056","207010","206060","206054","206070","1000","333","333","333","333","1","","特殊活动","0","0","0",,"1834000","1000000",,"0","0",,"205"
"900002","32000","风暴之灵","FFff5900","5","3","161506","0","0","0","1","0","4","0","0","2","100","20000","1","0","3960","4980","1760","2210","1590","1990","1060","1330","1590","1990","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","4",,"500260",,"1","1010152","206056","207010","206060","206054","206070","1000","333","333","333","333","1","","特殊活动","0","0","0",,"1834000","1000000",,"0","0",,"205"
