"id","职业","策划备注","等级","装备","技能\等级","修炼等级","公会技能","宝石等级"
"9036","战士男女","100级战士男女标准","100","5100101;5100102;5100207;5100208;5100310;5100310;5100411;5100512;5100613","110000@100;110001@100;110002@100;110003@100;110004@100;110005@100;110006@100;110007@100;110008@100;110009@100;110010@100;110011@100",,"320103@110;320104@110",
"9037","战士男女","100级战士男女标准+1","100","6100101;6100102;6100207;6100208;6100310;6100310;6100411;6100512;6100613","110000@100;110001@100;110002@100;110003@100;110004@100;110005@100;110006@100;110007@100;110008@100;110009@100;110010@100;110011@100",,"320103@110;320104@110",
"9038","战士男女","100级战士男女标准+2","100","7100101;7100102;7100207;7100208;7100310;7100310;7100411;7100512;7100613","110000@100;110001@100;110002@100;110003@100;110004@100;110005@100;110006@100;110007@100;110008@100;110009@100;110010@100;110011@100",,"320103@110;320104@110",
"9039","战士男女","100级战士男女标准+3","100","8100101;8100102;8100207;8100208;8100310;8100310;8100411;8100512;8100613","110000@100;110001@100;110002@100;110003@100;110004@100;110005@100;110006@100;110007@100;110008@100;110009@100;110010@100;110011@100",,"320103@110;320104@110",
"90401","猎人男女","100级猎人男女标准","100","5100103;5100104;5100207;5100208;5100310;5100310;5100411;5100512;5100613","130000@100;130001@100;130002@100;130003@100;130004@100;130005@100;130006@100;130007@100;130008@100;130009@100;130010@100;130011@100",,"320103@110;320104@110",
"90402","猎人男女","100级猎人男女标准+1","100","6100103;6100104;6100207;6100208;6100310;6100310;6100411;6100512;6100613","130000@100;130001@100;130002@100;130003@100;130004@100;130005@100;130006@100;130007@100;130008@100;130009@100;130010@100;130011@100",,"320103@110;320104@110",
"90403","猎人男女","100级猎人男女标准+2","100","7100103;7100104;7100207;7100208;7100310;7100310;7100411;7100512;7100613","130000@100;130001@100;130002@100;130003@100;130004@100;130005@100;130006@100;130007@100;130008@100;130009@100;130010@100;130011@100",,"320103@110;320104@110",
"90404","猎人男女","100级猎人男女标准+3","100","8100103;8100104;8100207;8100208;8100310;8100310;8100411;8100512;8100613","130000@100;130001@100;130002@100;130003@100;130004@100;130005@100;130006@100;130007@100;130008@100;130009@100;130010@100;130011@100",,"320103@110;320104@110",
"90405","圣骑女","100级圣骑女标准","100","5100102;5100207;5100208;5100309;5100310;5100411;5100512;5100513","120000@100;120001@100;120002@100;120003@100;120004@100;120005@100;120006@100;120007@100;120008@100;120009@100;120010@100",,"320103@110;320104@110",
"90406","圣骑女","100级圣骑女标准+1","100","6100102;6100207;6100208;6100309;6100310;6100411;6100512;6100613","120000@100;120001@100;120002@100;120003@100;120004@100;120005@100;120006@100;120007@100;120008@100;120009@100;120010@100",,"320103@110;320104@110",
"90407","圣骑女","100级圣骑女标准+2","100","7100102;7100207;7100208;7100309;7100310;7100411;7100512;7100613","120000@100;120001@100;120002@100;120003@100;120004@100;120005@100;120006@100;120007@100;120008@100;120009@100;120010@100",,"320103@110;320104@110",
"90408","圣骑男女","100级圣骑女标准+3","100","8100102;8100207;8100208;8100309;8100310;8100411;8100512;8100613","120000@100;120001@100;120002@100;120003@100;120004@100;120005@100;120006@100;120007@100;120008@100;120009@100;120010@100",,"320103@110;320104@110",
"90409","小德男女","100级小德男女标准","100","5100103;5100104;5100207;5100208;5100310;5100310;5100411;5100512;5100613","140000@100;140001@100;140002@100;140003@100;140004@100;140005@100;140006@100;140007@100;140008@100;140009@100;140010@100",,"320103@110;320104@110",
"90410","小德男女","100级小德男女标准+1","100","6100103;6100104;6100207;6100208;6100310;6100310;6100411;6100512;6100613","140000@100;140001@100;140002@100;140003@100;140004@100;140005@100;140006@100;140007@100;140008@100;140009@100;140010@100",,"320103@110;320104@110",
"90411","小德男女","100级小德男女标准+2","100","7100103;7100104;7100207;7100208;7100310;7100310;7100411;7100512;7100613","140000@100;140001@100;140002@100;140003@100;140004@100;140005@100;140006@100;140007@100;140008@100;140009@100;140010@100",,"320103@110;320104@110",
"90412","小德男女","100级小德男女标准+3","100","8100103;8100104;8100207;8100208;8100310;8100310;8100411;8100512;8100613","140000@100;140001@100;140002@100;140003@100;140004@100;140005@100;140006@100;140007@100;140008@100;140009@100;140010@100",,"320103@110;320104@110",
"90413","法师男女","100级法师男女标准","100","5100105;5100106;5100207;5100208;5100310;5100310;5100411;5100512;5100613","150000@100;150001@100;150002@100;150003@100;150004@100;150005@100;150006@100;150007@100;150008@100;150009@100;150010@100",,"320103@110;320104@110",
"90414","法师男女","100级法师男女标准+1","100","6100105;6100106;6100207;6100208;6100310;6100310;6100411;6100512;6100613","150000@100;150001@100;150002@100;150003@100;150004@100;150005@100;150006@100;150007@100;150008@100;150009@100;150010@100",,"320103@110;320104@110",
"90415","法师男女","100级法师男女标准+2","100","7100105;7100106;7100207;7100208;7100310;7100310;7100411;7100512;7100613","150000@100;150001@100;150002@100;150003@100;150004@100;150005@100;150006@100;150007@100;150008@100;150009@100;150010@100",,"320103@110;320104@110",
"90416","法师男女","100级法师男女标准+3","100","8100105;8100106;8100207;8100208;8100310;8100310;8100411;8100512;8100613","150000@100;150001@100;150002@100;150003@100;150004@100;150005@100;150006@100;150007@100;150008@100;150009@100;150010@100",,"320103@110;320104@110",
"90417","牧师男女","100级牧师男女标准","100","5100105;5100106;5100207;5100208;5100310;5100310;5100411;5100512;5100613","160000@100;160001@100;160002@100;160003@100;160004@100;160005@100;160006@100;160007@100;160008@100;160009@100;160010@100",,"320103@110;320104@110",
"90418","牧师男女","100级牧师男女标准+1","100","6100105;6100106;6100207;6100208;6100310;6100310;6100411;6100512;6100613","160000@100;160001@100;160002@100;160003@100;160004@100;160005@100;160006@100;160007@100;160008@100;160009@100;160010@100",,"320103@110;320104@110",
"90419","牧师男女","100级牧师男女标准+2","100","7100105;7100106;7100207;7100208;7100310;7100310;7100411;7100512;7100613","160000@100;160001@100;160002@100;160003@100;160004@100;160005@100;160006@100;160007@100;160008@100;160009@100;160010@100",,"320103@110;320104@110",
"90420","牧师男女","100级牧师男女标准+3","100","8100105;8100106;8100207;8100208;8100310;8100310;8100411;8100512;8100613","160000@100;160001@100;160002@100;160003@100;160004@100;160005@100;160006@100;160007@100;160008@100;160009@100;160010@100",,"320103@110;320104@110",
"90421","萨满男","100级萨满男标准","100","5100101;5100207;5100208;5100309;5100310;5100411;5100512;5100613","161000@100;161001@100;161002@100;161003@100;161004@100;161005@100;161006@100;161007@100;161008@100;161009@100;161010@100",,"320103@110;320104@110",
"90422","萨满男","100级萨满男标准+1","100","6100101;6100207;6100208;6100309;6100310;6100411;6100512;6100613","161000@100;161001@100;161002@100;161003@100;161004@100;161005@100;161006@100;161007@100;161008@100;161009@100;161010@100",,"320103@110;320104@110",
"90423","萨满男","100级萨满男标准+2","100","7100101;7100207;7100208;7100309;7100310;7100411;7100512;7100613","161000@100;161001@100;161002@100;161003@100;161004@100;161005@100;161006@100;161007@100;161008@100;161009@100;161010@100",,"320103@110;320104@110",
"90424","萨满男","100级萨满男标准+3","100","8100101;8100207;8100208;8100309;8100310;8100411;8100512;8100613","161000@100;161001@100;161002@100;161003@100;161004@100;161005@100;161006@100;161007@100;161008@100;161009@100;161010@100",,"320103@110;320104@110",
"90425","盗贼男女","100级盗贼男女标准","100","5100103;5100104;5100207;5100208;5100310;5100310;5100411;5100512;5100613","162000@100;162001@100;162002@100;162003@100;162004@100;162005@100;162006@100;162007@100;162008@100;162009@100;162010@100",,"320103@110;320104@110",
"90426","盗贼男女","100级盗贼男女标准+1","100","6100103;6100104;6100207;6100208;6100310;6100310;6100411;6100512;6100613","162000@100;162001@100;162002@100;162003@100;162004@100;162005@100;162006@100;162007@100;162008@100;162009@100;162010@100",,"320103@110;320104@110",
"90427","盗贼男女","100级盗贼男女标准+2","100","7100103;7100104;7100207;7100208;7100310;7100310;7100411;7100512;7100613","162000@100;162001@100;162002@100;162003@100;162004@100;162005@100;162006@100;162007@100;162008@100;162009@100;162010@100",,"320103@110;320104@110",
"90428","盗贼男女","100级盗贼男女标准+3","100","8100103;8100104;8100207;8100208;8100310;8100310;8100411;8100512;8100613","162000@100;162001@100;162002@100;162003@100;162004@100;162005@100;162006@100;162007@100;162008@100;162009@100;162010@100",,"320103@110;320104@110",
"90429","术士男女","100级术士男女标准","100","5100105;5100106;5100207;5100208;5100310;5100310;5100411;5100512;5100613","163000@100;163001@100;163002@100;163003@100;163004@100;163005@100;163006@100;163007@100;163008@100;163009@100;163010@100",,"320103@110;320104@110",
"90430","术士男女","100级术士男女标准+1","100","6100105;6100106;6100207;6100208;6100310;6100310;6100411;6100512;6100613","163000@100;163001@100;163002@100;163003@100;163004@100;163005@100;163006@100;163007@100;163008@100;163009@100;163010@100",,"320103@110;320104@110",
"90431","术士男女","100级术士男女标准+2","100","7100105;7100106;7100207;7100208;7100310;7100310;7100411;7100512;7100613","163000@100;163001@100;163002@100;163003@100;163004@100;163005@100;163006@100;163007@100;163008@100;163009@100;163010@100",,"320103@110;320104@110",
"90432","术士男女","100级术士男女标准+3","100","8100105;8100106;8100207;8100208;8100310;8100310;8100411;8100512;8100613","163000@100;163001@100;163002@100;163003@100;163004@100;163005@100;163006@100;163007@100;163008@100;163009@100;163010@100",,"320103@110;320104@110",
"90433","战士男女","110级战士男女标准","110","5110101;5110102;5110207;5110208;5110310;5110310;5110411;5110512;5110613","110000@110;110001@110;110002@110;110003@110;110004@110;110005@110;110006@110;110007@110;110008@110;110009@110;110010@110;110011@110",,"320103@120;320104@120",
"90434","战士男女","110级战士男女标准+1","110","6110101;6110102;6110207;6110208;6110310;6110310;6110411;6110512;6110613","110000@110;110001@110;110002@110;110003@110;110004@110;110005@110;110006@110;110007@110;110008@110;110009@110;110010@110;110011@110",,"320103@120;320104@120",
"90435","战士男女","110级战士男女标准+2","110","7110101;7110102;7110207;7110208;7110310;7110310;7110411;7110512;7110613","110000@110;110001@110;110002@110;110003@110;110004@110;110005@110;110006@110;110007@110;110008@110;110009@110;110010@110;110011@110",,"320103@120;320104@120",
"90436","战士男女","110级战士男女标准+3","110","8110101;8110102;8110207;8110208;8110310;8110310;8110411;8110512;8110613","110000@110;110001@110;110002@110;110003@110;110004@110;110005@110;110006@110;110007@110;110008@110;110009@110;110010@110;110011@110",,"320103@120;320104@120",
"90437","猎人男女","110级猎人男女标准","110","5110103;5110104;5110207;5110208;5110310;5110310;5110411;5110512;5110613","130000@110;130001@110;130002@110;130003@110;130004@110;130005@110;130006@110;130007@110;130008@110;130009@110;130010@110;130011@110",,"320103@120;320104@120",
"90438","猎人男女","110级猎人男女标准+1","110","6110103;6110104;6110207;6110208;6110310;6110310;6110411;6110512;6110613","130000@110;130001@110;130002@110;130003@110;130004@110;130005@110;130006@110;130007@110;130008@110;130009@110;130010@110;130011@110",,"320103@120;320104@120",
"90439","猎人男女","110级猎人男女标准+2","110","7110103;7110104;7110207;7110208;7110310;7110310;7110411;7110512;7110613","130000@110;130001@110;130002@110;130003@110;130004@110;130005@110;130006@110;130007@110;130008@110;130009@110;130010@110;130011@110",,"320103@120;320104@120",
"90440","猎人男女","110级猎人男女标准+3","110","8110103;8110104;8110207;8110208;8110310;8110310;8110411;8110512;8110613","130000@110;130001@110;130002@110;130003@110;130004@110;130005@110;130006@110;130007@110;130008@110;130009@110;130010@110;130011@110",,"320103@120;320104@120",
"90441","圣骑女","110级圣骑女标准","110","5110102;5110207;5110208;5110309;5110310;5110411;5110512;5110513","120000@110;120001@110;120002@110;120003@110;120004@110;120005@110;120006@110;120007@110;120008@110;120009@110;120010@110",,"320103@120;320104@120",
"90442","圣骑女","110级圣骑女标准+1","110","6110102;6110207;6110208;6110309;6110310;6110411;6110512;6110613","120000@110;120001@110;120002@110;120003@110;120004@110;120005@110;120006@110;120007@110;120008@110;120009@110;120010@110",,"320103@120;320104@120",
"90443","圣骑女","110级圣骑女标准+2","110","7110102;7110207;7110208;7110309;7110310;7110411;7110512;7110613","120000@110;120001@110;120002@110;120003@110;120004@110;120005@110;120006@110;120007@110;120008@110;120009@110;120010@110",,"320103@120;320104@120",
"90444","圣骑男女","110级圣骑女标准+3","110","8110102;8110207;8110208;8110309;8110310;8110411;8110512;8110613","120000@110;120001@110;120002@110;120003@110;120004@110;120005@110;120006@110;120007@110;120008@110;120009@110;120010@110",,"320103@120;320104@120",
"90445","小德男女","110级小德男女标准","110","5110103;5110104;5110207;5110208;5110310;5110310;5110411;5110512;5110613","140000@110;140001@110;140002@110;140003@110;140004@110;140005@110;140006@110;140007@110;140008@110;140009@110;140010@110",,"320103@120;320104@120",
"90446","小德男女","110级小德男女标准+1","110","6110103;6110104;6110207;6110208;6110310;6110310;6110411;6110512;6110613","140000@110;140001@110;140002@110;140003@110;140004@110;140005@110;140006@110;140007@110;140008@110;140009@110;140010@110",,"320103@120;320104@120",
"90447","小德男女","110级小德男女标准+2","110","7110103;7110104;7110207;7110208;7110310;7110310;7110411;7110512;7110613","140000@110;140001@110;140002@110;140003@110;140004@110;140005@110;140006@110;140007@110;140008@110;140009@110;140010@110",,"320103@120;320104@120",
"90448","小德男女","110级小德男女标准+3","110","8110103;8110104;8110207;8110208;8110310;8110310;8110411;8110512;8110613","140000@110;140001@110;140002@110;140003@110;140004@110;140005@110;140006@110;140007@110;140008@110;140009@110;140010@110",,"320103@120;320104@120",
"90449","法师男女","110级法师男女标准","110","5110105;5110106;5110207;5110208;5110310;5110310;5110411;5110512;5110613","150000@110;150001@110;150002@110;150003@110;150004@110;150005@110;150006@110;150007@110;150008@110;150009@110;150010@110",,"320103@120;320104@120",
"90450","法师男女","110级法师男女标准+1","110","6110105;6110106;6110207;6110208;6110310;6110310;6110411;6110512;6110613","150000@110;150001@110;150002@110;150003@110;150004@110;150005@110;150006@110;150007@110;150008@110;150009@110;150010@110",,"320103@120;320104@120",
"90451","法师男女","110级法师男女标准+2","110","7110105;7110106;7110207;7110208;7110310;7110310;7110411;7110512;7110613","150000@110;150001@110;150002@110;150003@110;150004@110;150005@110;150006@110;150007@110;150008@110;150009@110;150010@110",,"320103@120;320104@120",
"90452","法师男女","110级法师男女标准+3","110","8110105;8110106;8110207;8110208;8110310;8110310;8110411;8110512;8110613","150000@110;150001@110;150002@110;150003@110;150004@110;150005@110;150006@110;150007@110;150008@110;150009@110;150010@110",,"320103@120;320104@120",
"90453","牧师男女","110级牧师男女标准","110","5110105;5110106;5110207;5110208;5110310;5110310;5110411;5110512;5110613","160000@110;160001@110;160002@110;160003@110;160004@110;160005@110;160006@110;160007@110;160008@110;160009@110;160010@110",,"320103@120;320104@120",
"90454","牧师男女","110级牧师男女标准+1","110","6110105;6110106;6110207;6110208;6110310;6110310;6110411;6110512;6110613","160000@110;160001@110;160002@110;160003@110;160004@110;160005@110;160006@110;160007@110;160008@110;160009@110;160010@110",,"320103@120;320104@120",
"90455","牧师男女","110级牧师男女标准+2","110","7110105;7110106;7110207;7110208;7110310;7110310;7110411;7110512;7110613","160000@110;160001@110;160002@110;160003@110;160004@110;160005@110;160006@110;160007@110;160008@110;160009@110;160010@110",,"320103@120;320104@120",
"90456","牧师男女","110级牧师男女标准+3","110","8110105;8110106;8110207;8110208;8110310;8110310;8110411;8110512;8110613","160000@110;160001@110;160002@110;160003@110;160004@110;160005@110;160006@110;160007@110;160008@110;160009@110;160010@110",,"320103@120;320104@120",
"90457","萨满男","110级萨满男标准","110","5110101;5110207;5110208;5110309;5110310;5110411;5110512;5110613","161000@110;161001@110;161002@110;161003@110;161004@110;161005@110;161006@110;161007@110;161008@110;161009@110;161010@110",,"320103@120;320104@120",
"90458","萨满男","110级萨满男标准+1","110","6110101;6110207;6110208;6110309;6110310;6110411;6110512;6110613","161000@110;161001@110;161002@110;161003@110;161004@110;161005@110;161006@110;161007@110;161008@110;161009@110;161010@110",,"320103@120;320104@120",
"90459","萨满男","110级萨满男标准+2","110","7110101;7110207;7110208;7110309;7110310;7110411;7110512;7110613","161000@110;161001@110;161002@110;161003@110;161004@110;161005@110;161006@110;161007@110;161008@110;161009@110;161010@110",,"320103@120;320104@120",
"90460","萨满男","110级萨满男标准+3","110","8110101;8110207;8110208;8110309;8110310;8110411;8110512;8110613","161000@110;161001@110;161002@110;161003@110;161004@110;161005@110;161006@110;161007@110;161008@110;161009@110;161010@110",,"320103@120;320104@120",
"90461","盗贼男女","110级盗贼男女标准","110","5110103;5110104;5110207;5110208;5110310;5110310;5110411;5110512;5110613","162000@110;162001@110;162002@110;162003@110;162004@110;162005@110;162006@110;162007@110;162008@110;162009@110;162010@110",,"320103@120;320104@120",
"90462","盗贼男女","110级盗贼男女标准+1","110","6110103;6110104;6110207;6110208;6110310;6110310;6110411;6110512;6110613","162000@110;162001@110;162002@110;162003@110;162004@110;162005@110;162006@110;162007@110;162008@110;162009@110;162010@110",,"320103@120;320104@120",
"90463","盗贼男女","110级盗贼男女标准+2","110","7110103;7110104;7110207;7110208;7110310;7110310;7110411;7110512;7110613","162000@110;162001@110;162002@110;162003@110;162004@110;162005@110;162006@110;162007@110;162008@110;162009@110;162010@110",,"320103@120;320104@120",
"90464","盗贼男女","110级盗贼男女标准+3","110","8110103;8110104;8110207;8110208;8110310;8110310;8110411;8110512;8110613","162000@110;162001@110;162002@110;162003@110;162004@110;162005@110;162006@110;162007@110;162008@110;162009@110;162010@110",,"320103@120;320104@120",
"90465","术士男女","110级术士男女标准","110","5110105;5110106;5110207;5110208;5110310;5110310;5110411;5110512;5110613","163000@110;163001@110;163002@110;163003@110;163004@110;163005@110;163006@110;163007@110;163008@110;163009@110;163010@110",,"320103@120;320104@120",
"90466","术士男女","110级术士男女标准+1","110","6110105;6110106;6110207;6110208;6110310;6110310;6110411;6110512;6110613","163000@110;163001@110;163002@110;163003@110;163004@110;163005@110;163006@110;163007@110;163008@110;163009@110;163010@110",,"320103@120;320104@120",
"90467","术士男女","110级术士男女标准+2","110","7110105;7110106;7110207;7110208;7110310;7110310;7110411;7110512;7110613","163000@110;163001@110;163002@110;163003@110;163004@110;163005@110;163006@110;163007@110;163008@110;163009@110;163010@110",,"320103@120;320104@120",
"90468","术士男女","110级术士男女标准+3","110","8110105;8110106;8110207;8110208;8110310;8110310;8110411;8110512;8110613","163000@110;163001@110;163002@110;163003@110;163004@110;163005@110;163006@110;163007@110;163008@110;163009@110;163010@110",,"320103@120;320104@120",
"90469","战士男女","120级战士男女标准","120","5120101;5120102;5120207;5120208;5120310;5120310;5120411;5120512;5120613","110000@120;110001@120;110002@120;110003@120;110004@120;110005@120;110006@120;110007@120;110008@120;110009@120;110010@120;110011@120",,"320103@130;320104@130",
"90470","战士男女","120级战士男女标准+1","120","6120101;6120102;6120207;6120208;6120310;6120310;6120411;6120512;6120613","110000@120;110001@120;110002@120;110003@120;110004@120;110005@120;110006@120;110007@120;110008@120;110009@120;110010@120;110011@120",,"320103@130;320104@130",
"90471","战士男女","120级战士男女标准+2","120","7120101;7120102;7120207;7120208;7120310;7120310;7120411;7120512;7120613","110000@120;110001@120;110002@120;110003@120;110004@120;110005@120;110006@120;110007@120;110008@120;110009@120;110010@120;110011@120",,"320103@130;320104@130",
"90472","战士男女","120级战士男女标准+3","120","8120101;8120102;8120207;8120208;8120310;8120310;8120411;8120512;8120613","110000@120;110001@120;110002@120;110003@120;110004@120;110005@120;110006@120;110007@120;110008@120;110009@120;110010@120;110011@120",,"320103@130;320104@130",
"90473","猎人男女","120级猎人男女标准","120","5120103;5120104;5120207;5120208;5120310;5120310;5120411;5120512;5120613","130000@120;130001@120;130002@120;130003@120;130004@120;130005@120;130006@120;130007@120;130008@120;130009@120;130010@120;130011@120",,"320103@130;320104@130",
"90474","猎人男女","120级猎人男女标准+1","120","6120103;6120104;6120207;6120208;6120310;6120310;6120411;6120512;6120613","130000@120;130001@120;130002@120;130003@120;130004@120;130005@120;130006@120;130007@120;130008@120;130009@120;130010@120;130011@120",,"320103@130;320104@130",
"90475","猎人男女","120级猎人男女标准+2","120","7120103;7120104;7120207;7120208;7120310;7120310;7120411;7120512;7120613","130000@120;130001@120;130002@120;130003@120;130004@120;130005@120;130006@120;130007@120;130008@120;130009@120;130010@120;130011@120",,"320103@130;320104@130",
"90476","猎人男女","120级猎人男女标准+3","120","8120103;8120104;8120207;8120208;8120310;8120310;8120411;8120512;8120613","130000@120;130001@120;130002@120;130003@120;130004@120;130005@120;130006@120;130007@120;130008@120;130009@120;130010@120;130011@120",,"320103@130;320104@130",
"90477","圣骑女","120级圣骑女标准","120","5120102;5120207;5120208;5120309;5120310;5120411;5120512;5120513","120000@120;120001@120;120002@120;120003@120;120004@120;120005@120;120006@120;120007@120;120008@120;120009@120;120010@120",,"320103@130;320104@130",
"90478","圣骑女","120级圣骑女标准+1","120","6120102;6120207;6120208;6120309;6120310;6120411;6120512;6120613","120000@120;120001@120;120002@120;120003@120;120004@120;120005@120;120006@120;120007@120;120008@120;120009@120;120010@120",,"320103@130;320104@130",
"90479","圣骑女","120级圣骑女标准+2","120","7120102;7120207;7120208;7120309;7120310;7120411;7120512;7120613","120000@120;120001@120;120002@120;120003@120;120004@120;120005@120;120006@120;120007@120;120008@120;120009@120;120010@120",,"320103@130;320104@130",
"90480","圣骑男女","120级圣骑女标准+3","120","8120102;8120207;8120208;8120309;8120310;8120411;8120512;8120613","120000@120;120001@120;120002@120;120003@120;120004@120;120005@120;120006@120;120007@120;120008@120;120009@120;120010@120",,"320103@130;320104@130",
"90481","小德男女","120级小德男女标准","120","5120103;5120104;5120207;5120208;5120310;5120310;5120411;5120512;5120613","140000@120;140001@120;140002@120;140003@120;140004@120;140005@120;140006@120;140007@120;140008@120;140009@120;140010@120",,"320103@130;320104@130",
"90482","小德男女","120级小德男女标准+1","120","6120103;6120104;6120207;6120208;6120310;6120310;6120411;6120512;6120613","140000@120;140001@120;140002@120;140003@120;140004@120;140005@120;140006@120;140007@120;140008@120;140009@120;140010@120",,"320103@130;320104@130",
"90483","小德男女","120级小德男女标准+2","120","7120103;7120104;7120207;7120208;7120310;7120310;7120411;7120512;7120613","140000@120;140001@120;140002@120;140003@120;140004@120;140005@120;140006@120;140007@120;140008@120;140009@120;140010@120",,"320103@130;320104@130",
"90484","小德男女","120级小德男女标准+3","120","8120103;8120104;8120207;8120208;8120310;8120310;8120411;8120512;8120613","140000@120;140001@120;140002@120;140003@120;140004@120;140005@120;140006@120;140007@120;140008@120;140009@120;140010@120",,"320103@130;320104@130",
"90485","法师男女","120级法师男女标准","120","5120105;5120106;5120207;5120208;5120310;5120310;5120411;5120512;5120613","150000@120;150001@120;150002@120;150003@120;150004@120;150005@120;150006@120;150007@120;150008@120;150009@120;150010@120",,"320103@130;320104@130",
"90486","法师男女","120级法师男女标准+1","120","6120105;6120106;6120207;6120208;6120310;6120310;6120411;6120512;6120613","150000@120;150001@120;150002@120;150003@120;150004@120;150005@120;150006@120;150007@120;150008@120;150009@120;150010@120",,"320103@130;320104@130",
"90487","法师男女","120级法师男女标准+2","120","7120105;7120106;7120207;7120208;7120310;7120310;7120411;7120512;7120613","150000@120;150001@120;150002@120;150003@120;150004@120;150005@120;150006@120;150007@120;150008@120;150009@120;150010@120",,"320103@130;320104@130",
"90488","法师男女","120级法师男女标准+3","120","8120105;8120106;8120207;8120208;8120310;8120310;8120411;8120512;8120613","150000@120;150001@120;150002@120;150003@120;150004@120;150005@120;150006@120;150007@120;150008@120;150009@120;150010@120",,"320103@130;320104@130",
"90489","牧师男女","120级牧师男女标准","120","5120105;5120106;5120207;5120208;5120310;5120310;5120411;5120512;5120613","160000@120;160001@120;160002@120;160003@120;160004@120;160005@120;160006@120;160007@120;160008@120;160009@120;160010@120",,"320103@130;320104@130",
"90490","牧师男女","120级牧师男女标准+1","120","6120105;6120106;6120207;6120208;6120310;6120310;6120411;6120512;6120613","160000@120;160001@120;160002@120;160003@120;160004@120;160005@120;160006@120;160007@120;160008@120;160009@120;160010@120",,"320103@130;320104@130",
"90491","牧师男女","120级牧师男女标准+2","120","7120105;7120106;7120207;7120208;7120310;7120310;7120411;7120512;7120613","160000@120;160001@120;160002@120;160003@120;160004@120;160005@120;160006@120;160007@120;160008@120;160009@120;160010@120",,"320103@130;320104@130",
"90492","牧师男女","120级牧师男女标准+3","120","8120105;8120106;8120207;8120208;8120310;8120310;8120411;8120512;8120613","160000@120;160001@120;160002@120;160003@120;160004@120;160005@120;160006@120;160007@120;160008@120;160009@120;160010@120",,"320103@130;320104@130",
"90493","萨满男","120级萨满男标准","120","5120101;5120207;5120208;5120309;5120310;5120411;5120512;5120613","161000@120;161001@120;161002@120;161003@120;161004@120;161005@120;161006@120;161007@120;161008@120;161009@120;161010@120",,"320103@130;320104@130",
"90494","萨满男","120级萨满男标准+1","120","6120101;6120207;6120208;6120309;6120310;6120411;6120512;6120613","161000@120;161001@120;161002@120;161003@120;161004@120;161005@120;161006@120;161007@120;161008@120;161009@120;161010@120",,"320103@130;320104@130",
"90495","萨满男","120级萨满男标准+2","120","7120101;7120207;7120208;7120309;7120310;7120411;7120512;7120613","161000@120;161001@120;161002@120;161003@120;161004@120;161005@120;161006@120;161007@120;161008@120;161009@120;161010@120",,"320103@130;320104@130",
"90496","萨满男","120级萨满男标准+3","120","8120101;8120207;8120208;8120309;8120310;8120411;8120512;8120613","161000@120;161001@120;161002@120;161003@120;161004@120;161005@120;161006@120;161007@120;161008@120;161009@120;161010@120",,"320103@130;320104@130",
"90497","盗贼男女","120级盗贼男女标准","120","5120103;5120104;5120207;5120208;5120310;5120310;5120411;5120512;5120613","162000@120;162001@120;162002@120;162003@120;162004@120;162005@120;162006@120;162007@120;162008@120;162009@120;162010@120",,"320103@130;320104@130",
"90498","盗贼男女","120级盗贼男女标准+1","120","6120103;6120104;6120207;6120208;6120310;6120310;6120411;6120512;6120613","162000@120;162001@120;162002@120;162003@120;162004@120;162005@120;162006@120;162007@120;162008@120;162009@120;162010@120",,"320103@130;320104@130",
"90499","盗贼男女","120级盗贼男女标准+2","120","7120103;7120104;7120207;7120208;7120310;7120310;7120411;7120512;7120613","162000@120;162001@120;162002@120;162003@120;162004@120;162005@120;162006@120;162007@120;162008@120;162009@120;162010@120",,"320103@130;320104@130",
"90500","盗贼男女","120级盗贼男女标准+3","120","8120103;8120104;8120207;8120208;8120310;8120310;8120411;8120512;8120613","162000@120;162001@120;162002@120;162003@120;162004@120;162005@120;162006@120;162007@120;162008@120;162009@120;162010@120",,"320103@130;320104@130",
"90501","术士男女","120级术士男女标准","120","5120105;5120106;5120207;5120208;5120310;5120310;5120411;5120512;5120613","163000@120;163001@120;163002@120;163003@120;163004@120;163005@120;163006@120;163007@120;163008@120;163009@120;163010@120",,"320103@130;320104@130",
"90502","术士男女","120级术士男女标准+1","120","6120105;6120106;6120207;6120208;6120310;6120310;6120411;6120512;6120613","163000@120;163001@120;163002@120;163003@120;163004@120;163005@120;163006@120;163007@120;163008@120;163009@120;163010@120",,"320103@130;320104@130",
"90503","术士男女","120级术士男女标准+2","120","7120105;7120106;7120207;7120208;7120310;7120310;7120411;7120512;7120613","163000@120;163001@120;163002@120;163003@120;163004@120;163005@120;163006@120;163007@120;163008@120;163009@120;163010@120",,"320103@130;320104@130",
"90504","术士男女","120级术士男女标准+3","120","8120105;8120106;8120207;8120208;8120310;8120310;8120411;8120512;8120613","163000@120;163001@120;163002@120;163003@120;163004@120;163005@120;163006@120;163007@120;163008@120;163009@120;163010@120",,"320103@130;320104@130",
"90505","战士男女","130级战士男女标准","130","5130101;5130102;5130207;5130208;5130310;5130310;5130411;5130512;5130613","110000@130;110001@130;110002@130;110003@130;110004@130;110005@130;110006@130;110007@130;110008@130;110009@130;110010@130;110011@130",,"320103@140;320104@140",
