"id","备注","职业贡献奖励","节日积分奖励","公会贡献奖励","公会任务贡献资金","公会任务个人分红","经验奖励","宠物经验奖励","游戏币奖励","金币奖励","声望","必给物品1类ID","必给物品1类数量","必给物品1类属性","必给物品1类属性值","必给物品2类ID","必给物品2类数量","必给物品2类属性","必给物品2类属性值","必给物品3类ID","必给物品3类数量","必给物品3类属性","必给物品3类属性值","必给物品4类ID","必给物品4类数量","必给物品4类属性","必给物品4类属性值","物品1类","物品2类","物品3类","物品4类","物品5类","物品6类","物品7类","物品8类","物品9类","物品10类","物品11类","物品12类","物品13类","物品14类","物品15类","物品16类","物品1类数量","物品2类数量","物品3类数量","物品4类数量","物品5类数量","物品6类数量","物品7类数量","物品8类数量","物品9类数量","物品10类数量","物品11类数量","物品12类数量","物品13类数量","物品14类数量","物品15类数量","物品16类数量","物品1类掉率","物品2类掉率","物品3类掉率","物品4类掉率","物品5类掉率","物品6类掉率","物品7类掉率","物品8类掉率","物品9类掉率","物品10类掉率","物品11类掉率","物品12类掉率","物品13类掉率","物品14类掉率","物品15类掉率","物品16类掉率","获得概率","总概率","随机方式","是否绑定","公告物品id","公告编号","是否发队伍提示","是否触发盈福经验","是否放入临时包裹","是否共享掉落","产出装备途径","定时活动id","服务器获得上限","上限清除方式","提示物品id","提示编号","提示类型","MergeServer","掉落随机1次几率","掉落随机2次几率","掉落随机3次几率"
"5612","公会任务高品和额外",,,"Ring+1",,,"(400*RoleLv*0.278*(0.78+0.04*Ring))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.1*(0.78+0.04*Ring))*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5620","50级暗夜马戏团每100环奖励",,,,,,"","","","",,"5670","1","0","0",,,,,,,,,,,,,"200190","200191","200081","200082","200141","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","100","100","100","100","100","","","","","","","","","","","","500","500","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5630","60级暗夜马戏团每100环奖励",,,,,,"","","","",,"5670","1","0","0",,,,,,,,,,,,,"200190","200191","200192","200081","200082","200083","200142","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","100","100","100","100","100","100","100","","","","","","","","","","700","700","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5640","70级暗夜马戏团每100环奖励",,,,,,"","","","",,"5670","1","0","0",,,,,,,,,,,,,"200191","200192","200193","200082","200083","200084","200143","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","100","100","100","100","100","100","100","","","","","","","","","","700","700","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5650","80级暗夜马戏团每100环奖励",,,,,,"","","","",,"5670","1","0","0",,,,,,,,,,,,,"200192","200193","200194","200083","200084","200085","200144","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","100","100","100","100","100","100","100","","","","","","","","","","700","700","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5660","90级以上暗夜马戏团每100环奖励",,,,,,"","","","",,"5670","1","0","0",,,,,,,,,,,,,"200193","200194","200084","200085","200145","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","100","100","100","100","100","","","","","","","","","","","","500","500","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5670","暗夜马戏团每100环奖励附加",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200182","200183","200184","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","85","20","40","","","","","","","","","","","","","","145","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5671","暗夜马戏团每环经验奖励0",,,,,,"(400*RoleLv*0.067*(0.78+0.04*Ring)*(0.72+0.02*floor(Ring/10)))*(random()*(1.02-0.98)+0.98)","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5680","野外挂机0",,,,,,"(400*MonsterLv*0.017*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+400*MonsterLv*0.2*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)","(5000*MonsterLv*0.017*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+5000*MonsterLv*0.02*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)","(1000*MonsterLv*0.025*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)","(1*MonsterLv*0.05*(MonsterNum*0.083+MasterNum*0.166)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5700","离线经验每分钟0",,,,,,"(400*RoleLv*0.017)*(random()*(1.02-0.98)+0.98)","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5710","经验宝珠0",,,,,,"(400*RoleLv*1.25)*(random()*(1.02-0.98)+0.98)","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5720","分享0",,,,,,"(400*RoleLv*0.833)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5730","帮助战斗0",,,,,,"(400*RoleLv*0.8)*(random()*(1.02-0.98)+0.98)","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5740","25级古神爪牙0",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200169","200177","200183","200108","200109","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","80","50","5","50","50","","","","","","","","","","","","235","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5750","35级古神爪牙0",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200169","200177","200183","200109","200110","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","80","50","5","50","50","","","","","","","","","","","","235","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5760","45级古神爪牙0",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200169","200177","200183","200110","200111","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","80","50","5","50","50","","","","","","","","","","","","235","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5770","55级古神爪牙0",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200169","200177","200183","200111","200112","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","80","50","5","50","50","","","","","","","","","","","","235","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5780","65级以上古神爪牙0",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200169","200177","200183","200111","200112","200113","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","80","50","5","33","34","33","","","","","","","","","","","235","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5790","幼龙0",,,,,,"(400*RoleLv*0.75)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*RoleLv*0.075)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200173","200174","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","100","20","","","","","","","","","","","","","","","120","1000","0","0","0","162014","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5800","屠龙1星0",,,,,,"(400*RoleLv*1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.2)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200066","200075","200171","200174","200180","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","100","100","20","40","200","","","","","","","","","","","","460","1000","0","0","0","162015","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5801","屠龙2星0",,,,,,"(400*RoleLv*1.25)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*RoleLv*0.125)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.3)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200066","200075","200171","200174","200180","200169","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","100","100","40","80","200","120","","","","","","","","","","","640","1000","0","0","0","162015","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5802","屠龙3星0",,,,,,"(400*RoleLv*1.5)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*RoleLv*0.15)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.4)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200066","200075","200171","200174","200180","200169","200183","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","100","100","60","120","200","120","20","","","","","","","","","","720","1000","0","0","0","162015","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5810","古神0",,,,,,"(400*RoleLv*2.222)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(5000*RoleLv*0.111)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.5)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*RoleLv*1.333)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200066","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5820","古神roll",,,,,,"","","","",,"5830","1","0","0",,,,,,,,,,,,,"200074","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","500","1000","0","0","0","162016","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5830","古神roll附带",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200076","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","83","","","","","","","","","","","","","","","","83","1000","0","0","0","162016","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5840","艾泽拉斯地理问答-正确0",,,,,,"(400*RoleLv*0.25*(0.89+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.1*(0.89+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"200061","200066","200172","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","100","100","100","","","","","","","","","","","","","","300","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5850","艾泽拉斯地理问答-错误",,,,,,"(400*RoleLv*0.25*(0.89+0.02*AnswerCnt))*0.5*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.1*(0.89+0.02*AnswerCnt))*0.5*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5860","艾泽拉斯地理问答-宝箱",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200062","200066","200068","200075","200076","200175","200177","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","50","200","100","10","1","2","80","","","","","","","","","","443","443","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5870","艾泽拉斯百科竞赛初赛0",,,,,,"(400*RoleLv*0.25*(0.79+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.05*(0.79+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"200061","200066","200068","200173","200174","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","50","50","50","50","25","","","","","","","","","","","","225","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5880","艾泽拉斯百科竞赛初赛-错误",,,,,,"(400*RoleLv*0.25*(0.79+0.02*AnswerCnt))*0.5*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.05*(0.79+0.02*AnswerCnt))*0.5*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5890","艾泽拉斯百科竞赛初赛-宝箱",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200062","200066","200068","200075","200076","200175","200177","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","50","200","100","10","1","2","80","","","","","","","","","","443","443","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5900","艾泽拉斯百科竞赛决赛0",,,,,,"(400*RoleLv*0.5*(0.79+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.1*(0.79+0.02*AnswerCnt))*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5910","艾泽拉斯百科竞赛决赛-错误",,,,,,"","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5920","艾泽拉斯百科竞赛决赛-宝箱",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200062","200066","200068","200075","200076","200175","200177","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","50","200","100","10","1","2","80","","","","","","","","","","443","443","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5930","艾泽拉斯百科竞赛决赛第1名",,,,,,"","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5940","艾泽拉斯百科竞赛决赛第2名",,,,,,"","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5950","艾泽拉斯百科竞赛决赛第3名",,,,,,"","","","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5960","职业闯关0",,,,,,"(400*RoleLv*0.833*(0.85+0.03*Time)*(1+0.1*floor(Time/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*RoleLv*0.042*(0.85+0.03*Time)*(1+0.1*floor(Time/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*RoleLv*0.417*(0.85+0.03*Time)*(1+0.1*floor(Time/10)))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200063","200064","200069","200070","200071","200072","200180","200181","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","3000","2000","500","100","100","60","1000","120","","","","","","","","","6880","10000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078;311038;311039;311040;311041;311042;311043;311044;311045;311046;311047;311048;311049;311050;311051;311052;311053;311054;311055;311056;311057;311058;311059;311060;311061;311062;311063;311064;311065;311066;311067;311068;311069;311070;311071;311072;311073;311074;311079;311080;311081;311082;331350;331351;331301;35010;35011;35012;35013;35014;35015;35016;35017;35018","160448","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5970","职业闯关第1名",,,,,,"(400*RoleLv*0.833*2)*(random()*(1.02-0.98)+0.98)","(5000*RoleLv*0.042*2)*(random()*(1.02-0.98)+0.98)","(1000*RoleLv*0.417*2)*(random()*(1.02-0.98)+0.98)","",,"200053","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","331350;331351;311001;311002;311006;311007;331301","160431","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5980","职业闯关第2名",,,,,,"(400*RoleLv*0.833*1.5)*(random()*(1.02-0.98)+0.98)","(5000*RoleLv*0.042*1.5)*(random()*(1.02-0.98)+0.98)","(1000*RoleLv*0.417*1.5)*(random()*(1.02-0.98)+0.98)","",,"200059","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","331350;331351;311003;311004;311008;311009;331301","160431","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5990","职业闯关第3名",,,,,,"(400*RoleLv*0.833*1)*(random()*(1.02-0.98)+0.98)","(5000*RoleLv*0.042*1)*(random()*(1.02-0.98)+0.98)","(1000*RoleLv*0.417*1)*(random()*(1.02-0.98)+0.98)","",,"200060","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","331350;331351;311002;311005;311007;311010;331301","160431","0","0","1","0","0","0","0","0","0","0","1","0",,,
"6000","1v1竞技场40级-赢0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200175","200189","200080","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","67","27","7","40","40","","","","","","","","","","","","181","1000","0","0","0","162019","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6010","1v1竞技场50级-赢0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200175","200190","200081","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","67","27","7","27","27","","","","","","","","","","","","155","1000","0","0","0","162019","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6020","1v1竞技场60级-赢0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200175","200191","200082","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","67","27","7","13","13","","","","","","","","","","","","127","1000","0","0","0","162019","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6030","1v1竞技场70级以上-赢0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1)))*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200175","200192","200083","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","67","27","7","7","7","","","","","","","","","","","","115","1000","0","0","0","162019","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6040","1v1竞技场40级-输0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6050","1v1竞技场50级-输0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6060","1v1竞技场60级-输0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6070","1v1竞技场70级以上-输0",,,,,,"(400*RoleLv*0.794*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*(0.95+0.05*(PVPCnt+1))*(0.95+0.05*(PVPTargetCnt+1))*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"6080","1v1竞技场首胜礼包",,,,,,"(400*RoleLv*0.794*1.3255)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.476*1.3255)*(random()*(1.02-0.98)+0.98)","(1*RoleLv*1.05)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"200068","200069","200071","200074","200075","200175","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","67","27","13","27","133","7","","","","","","","","","","","274","1000","0","0","0","162019","0","0","1","0","0","0","0","0","0","0","0","0",,,
