"编号","名称","备注","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","是否倒地","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","控制几率修正","被控制几率修正","进战斗默认连击点","怒气上限","进战斗默认怒气","命中系数","命中常数","最大生命队伍中最大攻击力系数","最大生命系数","最大魔法系数","物攻系数","物防系数","法攻系数","法防系数","速度系数","治疗强度系数","控制命中系数","控制抗性系数","最大生命常数","最大魔法常数","物攻常数","物防常数","法攻常数","法防常数","速度常数","治疗强度常数","控制命中常数","控制抗性常数","物理暴击系数","物理抗暴系数","物理暴伤系数","法术暴击系数","法术抗暴系数","法术暴伤系数","治疗暴击系数","治疗暴击量系数","物理穿透系数","物理抵抗系数","法术穿透系数","法术抵抗系数","治疗加深系数","被治疗加深系数","控制加成系数","控制免疫系数","物理暴击常数","物理抗暴常数","物理暴伤常数","法术暴击常数","法术抗暴常数","法术暴伤常数","治疗暴击常数","治疗暴击量常数","物理穿透常数","物理抵抗常数","法术穿透常数","法术抵抗常数","治疗加深常数","被治疗加深常数","控制加成常数","控制免疫常数","额外属性1ID","额外属性1数值","额外属性2ID","额外属性2数值","额外属性3ID","额外属性3数值","额外属性4ID","额外属性4数值","额外属性5ID","额外属性5数值","额外属性6ID","额外属性6数值","额外属性7ID","额外属性7数值","额外属性8ID","额外属性8数值","额外属性9ID","额外属性9数值","额外属性10ID","额外属性10数值","反击几率","反击伤害系数","AI编号","技能1编号","技能1出现几率","技能1施放几率","技能1系数","技能1常数","技能2编号","技能2出现几率","技能2施放几率","技能2系数","技能2常数","技能3编号","技能3出现几率","技能3施放几率","技能3系数","技能3常数","技能4编号","技能4出现几率","技能4施放几率","技能4系数","技能4常数","技能5编号","技能5出现几率","技能5施放几率","技能5系数","技能5常数","技能6编号","技能6出现几率","技能6施放几率","技能6系数","技能6常数"
"27940","爪牙","","","1010113","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","7.78","0","6.42","0","3.11","3.34","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","207002","1000","500","1","0.0","207006","1000","500","1","0.0","0","1000","500","1","0.0","0","1000","500","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"27941","爪牙","","","1010114","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","7.78","0","6.42","0","3.11","3.34","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","207003","1000","500","1","0.0","207007","1000","500","1","0.0","0","1000","500","1","0.0","0","1000","500","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"27942","爪牙","","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","7.78","0","6.42","0","3.11","3.34","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","207004","1000","500","1","0.0","207008","1000","500","1","0.0","0","1000","500","1","0.0","0","1000","500","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"27943","爪牙","","","1010124","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","7.78","0","6.42","0","3.11","3.34","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","206035","1000","500","1","0.0","207015","1000","500","1","0.0","0","1000","500","1","0.0","0","1000","500","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"27944","爪牙","","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","7.78","0","6.42","0","3.11","3.34","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","206036","1000","500","1","0.0","207009","1000","500","1","0.0","0","1000","500","1","0.0","0","1000","500","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"30001","吸血瑟拉","亚龙入侵","","1010125","","1","0","5","1","","","1","1","2","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","104.68","40.24","6.27","0","2.41","0","3.11","7.15","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17052;17060","140001","1000","1000","1","0.0","140003","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"30002","小蓝龙","亚龙入侵","","1010113","","1","0","5","1","","","1","1","2","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","57.1","40.24","1.88","0","8.0299999999999994","0","3.11","3.33","10.4","10.3","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","160002","1000","300","1","0.0","160003","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"30601","教派信徒","秘境降妖~洛丹伦废墟~40","","1010123","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2268","1922","431","50","429","40","168","248","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17060","161001","1000","1000","1","0.0","161003","1000","600","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30602","暴力狂徒","秘境降妖~洛丹伦废墟~40","","1010116","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","1441","1922","415","50","220","40","168","137","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","110001","1000","1000","1","0.0","110003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30603","苦痛新兵","秘境降妖~洛丹伦废墟~40","","1010117","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","1441","1922","431","50","429","40","168","137","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30604","教派间谍","秘境降妖~洛丹伦废墟~40","","1010118","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2682","1922","472","50","220","40","168","303","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","110001","1000","1000","1","0.0","110003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30605","死亡教徒","秘境降妖~洛丹伦废墟~40","","1010120","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","1855","1922","444","50","220","40","168","193","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","162001","1000","1000","1","0.0","162002","1000","800","1","0.0","162003","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30606","暗影专家","秘境降妖~洛丹伦废墟~40","","1010129","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","1855","1922","444","50","220","40","168","193","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30607","狂热教徒","秘境降妖~洛丹伦废墟~40","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","3923","1922","458","50","429","40","221","468","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30608","邪恶导师","秘境降妖~洛丹伦废墟~40","","1010123","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2268","1922","458","50","444","40","168","248","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","160002","1000","1000","1","0.0","160003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30609","碎片卫士","秘境降妖~洛丹伦废墟~40","","1010130","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2268","1922","501","50","359","40","168","248","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","110001","1000","1000","1","0.0","110003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30610","亡守教徒","秘境降妖~洛丹伦废墟~40","","1010131","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","4585","1922","370","50","499","40","168","557","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30611","新晋教徒","秘境降妖~洛丹伦废墟~40","","1010127","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2682","1922","470","50","429","40","168","303","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30612","邪恶侍僧","秘境降妖~洛丹伦废墟~40","","1010112","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","2682","1922","370","50","429","40","168","303","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","161001","1000","1000","1","0.0","161003","1000","600","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30613","教派狼人","秘境降妖~洛丹伦废墟~40","","1010121","","1","0","5","4","","13","1","1.35","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","5578","1922","673","50","444","40","168","689","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30614","畸形暴徒","秘境降妖~洛丹伦废墟~40","","1010114","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","3096","1922","558","50","342","40","168","358","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","110001","1000","1000","1","0.0","110003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30615","邪恶控心者","秘境降妖~洛丹伦废墟~40","","1010135","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","40","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","3096","1922","386","50","290","40","168","358","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","162001","1000","1000","1","0.0","162002","1000","800","1","0.0","162003","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30616","死灵巫师","秘境降妖~洛丹伦废墟~40","","1010142","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6716","2138","532","50","630","40","185","835","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30617","邪术研究员","秘境降妖~洛丹伦废墟~40","","1010123","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","4016","2138","422","50","489","40","185","475","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17060","161001","1000","1000","1","0.0","161003","1000","600","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30618","死灵术士","秘境降妖~洛丹伦废墟~40","","1010123","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","4016","2138","404","50","473","40","185","475","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","163001","1000","1000","1","0.0","163002","1000","800","1","0.0","163003","1000","200","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30619","碎骨战士","秘境降妖~洛丹伦废墟~40","","1010139","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6902","2138","648","50","580","40","185","323","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","110001","1000","1000","1","0.0","110003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30620","碎骨法师","秘境降妖~洛丹伦废墟~40","","1010151","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","4482","2138","404","50","650","40","185","537","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30621","碎骨锐爪","秘境降妖~洛丹伦废墟~40","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","4482","2138","404","50","650","40","185","537","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","161001","1000","1000","1","0.0","161003","1000","600","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30622","碎骨射手","秘境降妖~洛丹伦废墟~40","","1010122","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","7088","2138","777","50","414","40","289","884","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30623","邪教驯兽师","秘境降妖~洛丹伦废墟~40","","1010124","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","5319","2138","712","50","489","40","185","649","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30624","邪教牧师","秘境降妖~洛丹伦废墟~40","","1010147","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","5319","2138","404","50","422","40","185","222","475","469","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17062","160002","1000","1000","1","0.0","160003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30625","蚀骨通灵师","秘境降妖~洛丹伦废墟~40","","1010132","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","8060","2353","581","50","535","40","203","274","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17062","160002","1000","1000","1","0.0","160003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30626","诅咒助教","秘境降妖~洛丹伦废墟~40","","1010119","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","5888","2353","745","50","386","40","203","415","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","162001","1000","1000","1","0.0","162002","1000","800","1","0.0","162003","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30627","教派学徒","秘境降妖~洛丹伦废墟~40","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","5888","2353","438","50","735","40","203","415","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30628","教派百夫长  ","秘境降妖~洛丹伦废墟~40","","1010150","","1","0","5","4","","18","1","1.35","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","9508","2353","852","50","255","40","203","705","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17072","162001","1000","1000","1","0.0","162002","1000","800","1","0.0","162003","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30629","邪灵卫士","秘境降妖~洛丹伦废墟~40","","1010137","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6199","2353","591","50","535","40","203","440","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30630","邪灵药剂师","秘境降妖~洛丹伦废墟~40","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","50","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6199","2353","447","50","535","40","203","280","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","160002","1000","1000","1","0.0","160003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30631","暗影教徒","秘境降妖~洛丹伦废墟~40","","1010111","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","55","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","8732","2568","730","50","272","40","220","637","581","573","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","17061","191001","1000","1000","1","0.0","191002","1000","800","1","0.0","191000","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30632","见习教徒","秘境降妖~洛丹伦废墟~40","","1010132","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","55","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6798","2568","482","50","560","40","220","482","581","573","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","160002","1000","1000","1","0.0","160003","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
"30633","冰霜法师","秘境降妖~洛丹伦废墟~40","","1010119","","1","0","5","1","","","1","1","0","0","0","0","1","0","4","55","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","0","0","0","0","0","0","0","0","0","0","6798","2568","482","50","752","40","220","482","581","573","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","","150001","1000","1000","1","0.0","150002","1000","800","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0","0","0","0","1","0.0"
