"编号","名称","策划备注（战斗ID用途）","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","是否倒地","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","控制几率修正","被控制几率修正","最大生命队伍中最大攻击力系数","进战斗默认连击点","怒气上限","进战斗默认怒气","命中系数","命中常数","最大生命系数","最大魔法系数","物攻系数","物防系数","法攻系数","法防系数","速度系数","治疗强度系数","控制命中系数","控制抗性系数","最大生命常数","最大魔法常数","物攻常数","物防常数","法攻常数","法防常数","速度常数","治疗强度常数","控制命中常数","控制抗性常数","物理暴击系数","物理抗暴系数","物理暴伤系数","法术暴击系数","法术抗暴系数","法术暴伤系数","治疗暴击系数","治疗暴击量系数","物理穿透系数","物理抵抗系数","法术穿透系数","法术抵抗系数","治疗加深系数","被治疗加深系数","控制加成系数","控制免疫系数","物理暴击常数","物理抗暴常数","物理暴伤常数","法术暴击常数","法术抗暴常数","法术暴伤常数","治疗暴击常数","治疗暴击量常数","物理穿透常数","物理抵抗常数","法术穿透常数","法术抵抗常数","治疗加深常数","被治疗加深常数","控制加成常数","控制免疫常数","额外属性1ID","额外属性1数值","额外属性2ID","额外属性2数值","额外属性3ID","额外属性3数值","额外属性4ID","额外属性4数值","额外属性5ID","额外属性5数值","额外属性6ID","额外属性6数值","额外属性7ID","额外属性7数值","额外属性8ID","额外属性8数值","额外属性9ID","额外属性9数值","额外属性10ID","额外属性10数值","反击几率","反击伤害系数","AI编号","技能1编号","技能1出现几率","技能1施放几率","技能1系数","技能1常数","技能2编号","技能2出现几率","技能2施放几率","技能2系数","技能2常数","技能3编号","技能3出现几率","技能3施放几率","技能3系数","技能3常数","技能4编号","技能4出现几率","技能4施放几率","技能4系数","技能4常数","技能5编号","技能5出现几率","技能5施放几率","技能5系数","技能5常数","技能6编号","技能6出现几率","技能6施放几率","技能6系数","技能6常数","是否远程"
"40099","备用","8569","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40100","提克迪奥斯","8570","","1010152","","1","0","5","1","","","4","1.2","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","9532","2953","1199","579","960","432","655","695","650","640","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0.7","820","1","","","","","","","","","","","","","","","","","0","0","16530","163001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40101","恐惧魔王","8570治疗","","1010152","","1","0","5","1","","","4","1","1","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40102","恐惧魔王","8570治疗","","1010152","","1","0","5","1","","","4","1","1","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40103","恐惧魔王","8570输出","","1010152","","1","0","5","1","","","4","1","2","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16516","110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40104","恐惧魔王","8570输出","","1010152","","1","0","5","1","","","4","1","2","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","1000","1","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40105","末日守卫","8570","","1010141","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","279","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40106","末日守卫","8570","","1010141","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","279","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40107","末日守卫","8570","","1010141","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","279","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40108","末日守卫","8570","","1010141","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","279","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40109","伊利丹","8570","","1010140","","1","0","5","1","","","4","1.2","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","279","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16531","110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40110","巫妖","8571","","1010127","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","9532","2953","1199","579","960","432","655","695","650","640","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0.7","820","1","","","","","","","","","","","","","","","","","0","0",,"150001","1000","800","1","0","150002","1000","200","1","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40111","亡灵法师","8571","","1010150","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6646","2784","917","336","789","253","272","464","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150002","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40112","亡灵牧师","8571","","1010150","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6646","2784","917","336","789","253","272","464","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40113","骷髅战士","8571","","1010122","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40114","骷髅战士","8571","","1010122","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40115","骷髅战士","8571","","1010122","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40116","骷髅战士","8571","","1010122","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40117","骷髅战士","8571","","1010122","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40118","备用","8571","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40119","备用","8571","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40120","恐惧魔王","8572","","1010152","","1","0","5","1","","","4","1.15","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","10248","3092","1333","623","1057","463","716","752","662","650","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0.7","820","1","","","","","","","","","","","","","","","","","0","0","16516","110001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40121","巫妖","8572","","1010127","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150001","1000","800","1","0","150002","1000","200","1","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40122","巫妖","8572","","1010127","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5725","2784","917","336","789","253","272","390","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150001","1000","800","1","0","150002","1000","200","1","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40123","末日守卫","8572","","1010133","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40124","末日守卫","8572","","1010133","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40125","末日守卫","8572","","1010133","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40126","末日守卫","8572","","1010133","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40127","末日守卫","8572","","1010133","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"191000","1000","0","1","0","191001","1000","800","1","0","191005","1000","200","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40128","备用","8572","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40129","备用","8572","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40130","阿克蒙德","8573","","1000103","","1","0","5","1","","","4","1.2","2","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","10248","3092","1333","623","1169","463","716","752","662","650","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0.7","820","1","","","","","","","","","","","","","","","","","0","0","16532","163001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40131","恐惧魔王","8573","","1010152","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6646","2784","917","336","789","253","272","120","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40132","恐惧魔王","8573","","1010152","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6646","2784","917","336","789","253","272","120","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20000","160001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40133","恐惧魔王","8573","","1010152","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","7301","2953","1060","367","899","275","303","137","650","640","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"163001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40134","恐惧魔王","8573","","1010152","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","7301","2953","1060","367","899","275","303","137","650","640","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"163001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40135","巫妖","8573","","1010127","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"207002","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40136","巫妖","8573","","1010127","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"207002","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40137","巫妖","8573","","1010127","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","113","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"207002","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40138","小精灵","8573","","1010153","","1","0","5","1","","","4","1","3","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","6405","2784","917","50","789","40","272","444","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"180026","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40139","玛佛里","8573","","1000106","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","4804","2784","917","336","789","253","272","316","634","625","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"140001","1000","1000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40140","备用","8574","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5651","2353","669","50","544","40","231","687","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"40141","备用","8574","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","60","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5651","2353","669","50","544","40","231","687","528","521","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
